id,disease_id,country_code,local_name,local_code,is_primary,is_alias,priority,category,source,confidence_score,verified_by,verified_at,usage_count,last_used_at,is_active,created_by,created_at,updated_at,metadata
3647,D001,CN,鼠疫,,True,False,100,甲类,China CDC,1.0,,,0,,True,migration,2026-02-14 14:32:31.714268,2026-02-14 14:32:31.714268,{}
3648,D002,CN,霍乱,,True,False,100,甲类,China CDC,1.0,,,0,,True,migration,2026-02-14 14:32:31.714268,2026-02-14 14:32:31.714268,{}
3649,D003,CN,传染性非典型肺炎,,True,False,100,乙类,China CDC,1.0,,,0,,True,migration,2026-02-14 14:32:31.714268,2026-02-14 14:32:31.714268,{}
3650,D003,CN,非典,,False,True,50,乙类,Manual,1.0,,,0,,True,migration,2026-02-14 14:32:31.714268,2026-02-14 14:32:31.714268,{}
3651,D003,CN,SARS,,False,True,50,乙类,Manual,1.0,,,0,,True,migration,2026-02-14 14:32:31.714268,2026-02-14 14:32:31.714268,{}
3652,D004,CN,新型冠状病毒感染,,True,False,100,乙类,China CDC,1.0,,,0,,True,migration,2026-02-14 14:32:31.714268,2026-02-14 14:32:31.714268,{}
3653,D004,CN,新冠,,False,True,50,乙类,Manual,1.0,,,0,,True,migration,2026-02-14 14:32:31.714268,2026-02-14 14:32:31.714268,{}
3654,D004,CN,新型冠状病毒肺炎,,False,True,50,乙类,Manual,1.0,,,0,,True,migration,2026-02-14 14:32:31.714268,2026-02-14 14:32:31.714268,{}
3655,D004,CN,新冠肺炎,,False,True,50,乙类,Manual,1.0,,,0,,True,migration,2026-02-14 14:32:31.714268,2026-02-14 14:32:31.714268,{}
3656,D004,CN,新型冠状病毒,,False,True,50,乙类,Manual,1.0,,,0,,True,migration,2026-02-14 14:32:31.714268,2026-02-14 14:32:31.714268,{}
3657,D005,CN,艾滋病,,True,False,100,乙类,China CDC,1.0,,,0,,True,migration,2026-02-14 14:32:31.714268,2026-02-14 14:32:31.714268,{}
3658,D005,CN,HIV,,False,True,50,乙类,Manual,1.0,,,0,,True,migration,2026-02-14 14:32:31.714268,2026-02-14 14:32:31.714268,{}
3659,D005,CN,获得性免疫缺陷综合征,,False,True,50,乙类,Manual,1.0,,,0,,True,migration,2026-02-14 14:32:31.714268,2026-02-14 14:32:31.714268,{}
3661,D006,CN,病毒性肝炎*,,False,True,50,乙类,Manual,1.0,,,0,,True,migration,2026-02-14 14:32:31.714268,2026-02-14 14:32:31.714268,{}
3660,D006,CN,病毒性肝炎,,True,True,100,乙类,,1.0,,,0,,True,migration,2026-02-14 14:32:31.714268,2026-02-14 14:32:31.714268,{}
3663,D006,CN,肝炎,,False,True,50,乙类,Manual,1.0,,,0,,True,migration,2026-02-14 14:32:31.714268,2026-02-14 14:32:31.714268,{}
3664,D007,CN,甲型肝炎,,True,False,100,乙类,China CDC,1.0,,,0,,True,migration,2026-02-14 14:32:31.714268,2026-02-14 14:32:31.714268,{}
3665,D007,CN,甲肝,,False,True,50,乙类,Manual,1.0,,,0,,True,migration,2026-02-14 14:32:31.714268,2026-02-14 14:32:31.714268,{}
3666,D008,CN,乙型肝炎,,True,False,100,乙类,China CDC,1.0,,,0,,True,migration,2026-02-14 14:32:31.714268,2026-02-14 14:32:31.714268,{}
3667,D008,CN,乙肝,,False,True,50,乙类,Manual,1.0,,,0,,True,migration,2026-02-14 14:32:31.714268,2026-02-14 14:32:31.714268,{}
3669,D009,CN,丙肝,,False,True,50,乙类,Manual,1.0,,,0,,True,migration,2026-02-14 14:32:31.714268,2026-02-14 14:32:31.714268,{}
3668,D009,CN,丙型肝炎,,True,True,100,乙类,China CDC,1.0,,,0,,True,migration,2026-02-14 14:32:31.714268,2026-02-14 14:32:31.714268,{}
3671,D010,CN,丁型肝炎,,True,False,100,乙类,China CDC,1.0,,,0,,True,migration,2026-02-14 14:32:31.714268,2026-02-14 14:32:31.714268,{}
3672,D010,CN,丁肝,,False,True,50,乙类,Manual,1.0,,,0,,True,migration,2026-02-14 14:32:31.714268,2026-02-14 14:32:31.714268,{}
3673,D011,CN,戊型肝炎,,True,False,100,乙类,China CDC,1.0,,,0,,True,migration,2026-02-14 14:32:31.714268,2026-02-14 14:32:31.714268,{}
3674,D011,CN,戊肝,,False,True,50,乙类,Manual,1.0,,,0,,True,migration,2026-02-14 14:32:31.714268,2026-02-14 14:32:31.714268,{}
3675,D012,CN,未分型肝炎,,True,False,100,乙类,,1.0,,,0,,True,migration,2026-02-14 14:32:31.714268,2026-02-14 14:32:31.714268,{}
3676,D012,CN,肝炎未分型,,False,True,50,乙类,Manual,1.0,,,0,,True,migration,2026-02-14 14:32:31.714268,2026-02-14 14:32:31.714268,{}
3677,D012,CN,肝炎（未分型）,,False,True,50,乙类,Manual,1.0,,,0,,True,migration,2026-02-14 14:32:31.714268,2026-02-14 14:32:31.714268,{}
3678,D012,CN,成型肝炎,,False,True,50,乙类,Manual,1.0,,,0,,True,migration,2026-02-14 14:32:31.714268,2026-02-14 14:32:31.714268,{}
3679,D013,CN,脊髓灰质炎,,True,False,100,乙类,China CDC,1.0,,,0,,True,migration,2026-02-14 14:32:31.714268,2026-02-14 14:32:31.714268,{}
3680,D013,CN,小儿麻痹症,,False,True,50,乙类,Manual,1.0,,,0,,True,migration,2026-02-14 14:32:31.714268,2026-02-14 14:32:31.714268,{}
3681,D013,CN,灰质炎,,False,True,50,乙类,Manual,1.0,,,0,,True,migration,2026-02-14 14:32:31.714268,2026-02-14 14:32:31.714268,{}
3682,D014,CN,人感染高致病性禽流感,,True,False,100,乙类,China CDC,1.0,,,0,,True,migration,2026-02-14 14:32:31.714268,2026-02-14 14:32:31.714268,{}
3683,D014,CN,禽流感H5N1,,False,True,50,乙类,Manual,1.0,,,0,,True,migration,2026-02-14 14:32:31.714268,2026-02-14 14:32:31.714268,{}
3684,D014,CN,人感染H5N1病毒,,False,True,50,乙类,Manual,1.0,,,0,,True,migration,2026-02-14 14:32:31.714268,2026-02-14 14:32:31.714268,{}
3685,D015,CN,人感染H7N9禽流感,,True,False,100,乙类,China CDC,1.0,,,0,,True,migration,2026-02-14 14:32:31.714268,2026-02-14 14:32:31.714268,{}
3686,D015,CN,禽流感H7N9,,False,True,50,乙类,Manual,1.0,,,0,,True,migration,2026-02-14 14:32:31.714268,2026-02-14 14:32:31.714268,{}
3687,D015,CN,人感染H7N9病毒,,False,True,50,乙类,Manual,1.0,,,0,,True,migration,2026-02-14 14:32:31.714268,2026-02-14 14:32:31.714268,{}
3688,D016,CN,人感染新亚型流感,,True,False,100,乙类,China CDC,1.0,,,0,,True,migration,2026-02-14 14:32:31.714268,2026-02-14 14:32:31.714268,{}
3689,D017,CN,麻疹,,True,False,100,乙类,China CDC,1.0,,,0,,True,migration,2026-02-14 14:32:31.714268,2026-02-14 14:32:31.714268,{}
3690,D018,CN,流行性出血热,,True,False,100,乙类,China CDC,1.0,,,0,,True,migration,2026-02-14 14:32:31.714268,2026-02-14 14:32:31.714268,{}
3691,D018,CN,肾综合征出血热,,False,True,50,乙类,Manual,1.0,,,0,,True,migration,2026-02-14 14:32:31.714268,2026-02-14 14:32:31.714268,{}
3692,D018,CN,出血热,,False,True,50,乙类,Manual,1.0,,,0,,True,migration,2026-02-14 14:32:31.714268,2026-02-14 14:32:31.714268,{}
3693,D019,CN,狂犬病,,True,False,100,乙类,China CDC,1.0,,,0,,True,migration,2026-02-14 14:32:31.714268,2026-02-14 14:32:31.714268,{}
3694,D019,CN,疯狗病,,False,True,50,乙类,Manual,1.0,,,0,,True,migration,2026-02-14 14:32:31.714268,2026-02-14 14:32:31.714268,{}
3695,D020,CN,流行性乙型脑炎,,True,False,100,乙类,China CDC,1.0,,,0,,True,migration,2026-02-14 14:32:31.714268,2026-02-14 14:32:31.714268,{}
3696,D020,CN,乙脑,,False,True,50,乙类,Manual,1.0,,,0,,True,migration,2026-02-14 14:32:31.714268,2026-02-14 14:32:31.714268,{}
3697,D021,CN,登革热,,True,False,100,乙类,China CDC,1.0,,,0,,True,migration,2026-02-14 14:32:31.714268,2026-02-14 14:32:31.714268,{}
3698,D065,CN,猴痘,,True,False,100,乙类,China CDC,1.0,,,0,,True,migration,2026-02-14 14:32:31.714268,2026-02-14 14:32:31.714268,{}
3699,D065,CN,猴天花,,False,True,50,乙类,Manual,1.0,,,0,,True,migration,2026-02-14 14:32:31.714268,2026-02-14 14:32:31.714268,{}
3700,D065,CN,Monkeypox,,False,True,50,乙类,Manual,1.0,,,0,,True,migration,2026-02-14 14:32:31.714268,2026-02-14 14:32:31.714268,{}
3701,D023,CN,炭疽,,True,False,100,乙类,China CDC,1.0,,,0,,True,migration,2026-02-14 14:32:31.714268,2026-02-14 14:32:31.714268,{}
3702,D024,CN,细菌性和阿米巴性痢疾,,True,False,100,乙类,China CDC,1.0,,,0,,True,migration,2026-02-14 14:32:31.714268,2026-02-14 14:32:31.714268,{}
3703,D024,CN,痢疾,,False,True,50,乙类,Manual,1.0,,,0,,True,migration,2026-02-14 14:32:31.714268,2026-02-14 14:32:31.714268,{}
3704,D025,CN,肺结核,,True,False,100,乙类,China CDC,1.0,,,0,,True,migration,2026-02-14 14:32:31.714268,2026-02-14 14:32:31.714268,{}
3705,D025,CN,结核病,,False,True,50,乙类,Manual,1.0,,,0,,True,migration,2026-02-14 14:32:31.714268,2026-02-14 14:32:31.714268,{}
3706,D025,CN,TB,,False,True,50,乙类,Manual,1.0,,,0,,True,migration,2026-02-14 14:32:31.714268,2026-02-14 14:32:31.714268,{}
3707,D026,CN,伤寒和副伤寒,,True,True,100,乙类,China CDC,1.0,,,0,,True,migration,2026-02-14 14:32:31.714268,2026-02-14 14:32:31.714268,{}
3709,D027,CN,流行性脑脊髓膜炎,,True,False,100,乙类,China CDC,1.0,,,0,,True,migration,2026-02-14 14:32:31.714268,2026-02-14 14:32:31.714268,{}
3710,D027,CN,流脑,,False,True,50,乙类,Manual,1.0,,,0,,True,migration,2026-02-14 14:32:31.714268,2026-02-14 14:32:31.714268,{}
