Date,YearMonthDay,YearMonth,Diseases,DiseasesCN,Cases,Deaths,Incidence,Mortality,ProvinceCN,Province,ADCode,DOI,URL,Source,disease_id,standard_name_en,standard_name_zh
2024-10-01,2024/10/01,2024 October,Cholera,霍乱,0.0,0.0,-10,-10,全国,China,100000,pmid:39866285; pmc:PMC11754848; doi:10.46234/ccdcw2025.008,https://pmc.ncbi.nlm.nih.gov/articles/PMC11754848/,PubMed,D002,Cholera,霍乱
2024-10-01,2024/10/01,2024 October,Cholera,霍乱,0.0,0.0,-10,-10,全国,China,100000,pmid:39866285; pmc:PMC11754848; doi:10.46234/ccdcw2025.008,https://pmc.ncbi.nlm.nih.gov/articles/PMC11754848/,PubMed,D002,Cholera,霍乱
2024-10-01,2024/10/01,2024 October,HIV/AIDS,艾滋病,,,-10,-10,全国,China,100000,pmid:39866285; pmc:PMC11754848; doi:10.46234/ccdcw2025.008,https://pmc.ncbi.nlm.nih.gov/articles/PMC11754848/,PubMed,D005,HIV/AIDS,艾滋病
2024-10-01,2024/10/01,2024 October,Viral Hepatitis,病毒性肝炎,,359.0,-10,-10,全国,China,100000,pmid:39866285; pmc:PMC11754848; doi:10.46234/ccdcw2025.008,https://pmc.ncbi.nlm.nih.gov/articles/PMC11754848/,PubMed,D006,Viral Hepatitis,病毒性肝炎
2024-10-01,2024/10/01,2024 October,Hepatitis A,甲型肝炎,1041.0,0.0,-10,-10,全国,China,100000,pmid:39866285; pmc:PMC11754848; doi:10.46234/ccdcw2025.008,https://pmc.ncbi.nlm.nih.gov/articles/PMC11754848/,PubMed,D007,Hepatitis A,甲型肝炎
2024-10-01,2024/10/01,2024 October,Hepatitis B,乙型肝炎,,24.0,-10,-10,全国,China,100000,pmid:39866285; pmc:PMC11754848; doi:10.46234/ccdcw2025.008,https://pmc.ncbi.nlm.nih.gov/articles/PMC11754848/,PubMed,D008,Hepatitis B,乙型肝炎
2024-10-01,2024/10/01,2024 October,Hepatitis C,丙型肝炎,,335.0,-10,-10,全国,China,100000,pmid:39866285; pmc:PMC11754848; doi:10.46234/ccdcw2025.008,https://pmc.ncbi.nlm.nih.gov/articles/PMC11754848/,PubMed,D009,Hepatitis C,丙型肝炎
2024-10-01,2024/10/01,2024 October,Hepatitis D,丁型肝炎,9.0,0.0,-10,-10,全国,China,100000,pmid:39866285; pmc:PMC11754848; doi:10.46234/ccdcw2025.008,https://pmc.ncbi.nlm.nih.gov/articles/PMC11754848/,PubMed,D010,Hepatitis D,丁型肝炎
2024-10-01,2024/10/01,2024 October,Hepatitis E,戊型肝炎,,0.0,-10,-10,全国,China,100000,pmid:39866285; pmc:PMC11754848; doi:10.46234/ccdcw2025.008,https://pmc.ncbi.nlm.nih.gov/articles/PMC11754848/,PubMed,D011,Hepatitis E,戊型肝炎
2024-10-01,2024/10/01,2024 October,Poliomyelitis,脊髓灰质炎,438.0,0.0,-10,-10,全国,China,100000,pmid:39866285; pmc:PMC11754848; doi:10.46234/ccdcw2025.008,https://pmc.ncbi.nlm.nih.gov/articles/PMC11754848/,PubMed,D013,Poliomyelitis,脊髓灰质炎
2024-10-01,2024/10/01,2024 October,Poliomyelitis,脊髓灰质炎,0.0,0.0,-10,-10,全国,China,100000,pmid:39866285; pmc:PMC11754848; doi:10.46234/ccdcw2025.008,https://pmc.ncbi.nlm.nih.gov/articles/PMC11754848/,PubMed,D013,Poliomyelitis,脊髓灰质炎
2024-10-01,2024/10/01,2024 October,H5N1,人感染高致病性禽流感,0.0,0.0,-10,-10,全国,China,100000,pmid:39866285; pmc:PMC11754848; doi:10.46234/ccdcw2025.008,https://pmc.ncbi.nlm.nih.gov/articles/PMC11754848/,PubMed,D014,H5N1,人感染高致病性禽流感
2024-10-01,2024/10/01,2024 October,Measles,麻疹,107.0,0.0,-10,-10,全国,China,100000,pmid:39866285; pmc:PMC11754848; doi:10.46234/ccdcw2025.008,https://pmc.ncbi.nlm.nih.gov/articles/PMC11754848/,PubMed,D017,Measles,麻疹
2024-10-01,2024/10/01,2024 October,Hemorrhagic Fever,流行性出血热,374.0,2.0,-10,-10,全国,China,100000,pmid:39866285; pmc:PMC11754848; doi:10.46234/ccdcw2025.008,https://pmc.ncbi.nlm.nih.gov/articles/PMC11754848/,PubMed,D018,Hemorrhagic Fever,流行性出血热
2024-10-01,2024/10/01,2024 October,Rabies,狂犬病,20.0,14.0,-10,-10,全国,China,100000,pmid:39866285; pmc:PMC11754848; doi:10.46234/ccdcw2025.008,https://pmc.ncbi.nlm.nih.gov/articles/PMC11754848/,PubMed,D019,Rabies,狂犬病
2024-10-01,2024/10/01,2024 October,Japanese Encephalitis,流行性乙型脑炎,21.0,2.0,-10,-10,全国,China,100000,pmid:39866285; pmc:PMC11754848; doi:10.46234/ccdcw2025.008,https://pmc.ncbi.nlm.nih.gov/articles/PMC11754848/,PubMed,D020,Japanese Encephalitis,流行性乙型脑炎
2024-10-01,2024/10/01,2024 October,Dengue,登革热,,0.0,-10,-10,全国,China,100000,pmid:39866285; pmc:PMC11754848; doi:10.46234/ccdcw2025.008,https://pmc.ncbi.nlm.nih.gov/articles/PMC11754848/,PubMed,D021,Dengue,登革热
2024-10-01,2024/10/01,2024 October,Anthrax,炭疽,60.0,1.0,-10,-10,全国,China,100000,pmid:39866285; pmc:PMC11754848; doi:10.46234/ccdcw2025.008,https://pmc.ncbi.nlm.nih.gov/articles/PMC11754848/,PubMed,D023,Anthrax,炭疽
2024-10-01,2024/10/01,2024 October,Dysentery,细菌性和阿米巴性痢疾,,0.0,-10,-10,全国,China,100000,pmid:39866285; pmc:PMC11754848; doi:10.46234/ccdcw2025.008,https://pmc.ncbi.nlm.nih.gov/articles/PMC11754848/,PubMed,D024,Dysentery,细菌性和阿米巴性痢疾
