Date,YearMonthDay,YearMonth,Diseases,DiseasesCN,Cases,Deaths,Incidence,Mortality,ProvinceCN,Province,ADCode,DOI,URL,Source,disease_id,standard_name_en,standard_name_zh
2025-07-01,2025/07/01,2025 July,Total,甲乙丙类传染病总计,946063,2060,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1952913634768621568.html,National Disease Control and Prevention Administration,D999,Total,甲乙丙类传染病总计
2025-07-01,2025/07/01,2025 July,Plague,鼠疫,0,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1952913634768621568.html,National Disease Control and Prevention Administration,D001,Plague,鼠疫
2025-07-01,2025/07/01,2025 July,Cholera,霍乱,3,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1952913634768621568.html,National Disease Control and Prevention Administration,D002,Cholera,霍乱
2025-07-01,2025/07/01,2025 July,SARS,传染性非典型肺炎,0,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1952913634768621568.html,National Disease Control and Prevention Administration,D003,SARS,传染性非典型肺炎
2025-07-01,2025/07/01,2025 July,HIV/AIDS,艾滋病,4134,1464,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1952913634768621568.html,National Disease Control and Prevention Administration,D005,HIV/AIDS,艾滋病
2025-07-01,2025/07/01,2025 July,Viral Hepatitis,病毒性肝炎,136194,283,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1952913634768621568.html,National Disease Control and Prevention Administration,D006,Viral Hepatitis,病毒性肝炎
2025-07-01,2025/07/01,2025 July,Hepatitis A,甲型肝炎,1635,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1952913634768621568.html,National Disease Control and Prevention Administration,D007,Hepatitis A,甲型肝炎
2025-07-01,2025/07/01,2025 July,Hepatitis B,乙型肝炎,113578,39,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1952913634768621568.html,National Disease Control and Prevention Administration,D008,Hepatitis B,乙型肝炎
2025-07-01,2025/07/01,2025 July,Hepatitis C,丙型肝炎,17538,243,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1952913634768621568.html,National Disease Control and Prevention Administration,D009,Hepatitis C,丙型肝炎
2025-07-01,2025/07/01,2025 July,Hepatitis D,丁型肝炎,20,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1952913634768621568.html,National Disease Control and Prevention Administration,D010,Hepatitis D,丁型肝炎
