Date,YearMonthDay,YearMonth,Diseases,DiseasesCN,Cases,Deaths,Incidence,Mortality,ProvinceCN,Province,ADCode,DOI,URL,Source,disease_id,standard_name_en,standard_name_zh
2023-06-01,2023/06/01,2023 June,Cholera,霍乱,3.0,0.0,-10,-10,全国,China,100000,pmid:37886616; pmc:PMC10598479; doi:10.46234/ccdcw2023.130,https://pmc.ncbi.nlm.nih.gov/articles/PMC10598479/,PubMed,D002,Cholera,霍乱
2023-06-01,2023/06/01,2023 June,Cholera,霍乱,0.0,0.0,-10,-10,全国,China,100000,pmid:37886616; pmc:PMC10598479; doi:10.46234/ccdcw2023.130,https://pmc.ncbi.nlm.nih.gov/articles/PMC10598479/,PubMed,D002,Cholera,霍乱
2023-06-01,2023/06/01,2023 June,HIV/AIDS,艾滋病,,,-10,-10,全国,China,100000,pmid:37886616; pmc:PMC10598479; doi:10.46234/ccdcw2023.130,https://pmc.ncbi.nlm.nih.gov/articles/PMC10598479/,PubMed,D005,HIV/AIDS,艾滋病
2023-06-01,2023/06/01,2023 June,Viral Hepatitis,病毒性肝炎,,206.0,-10,-10,全国,China,100000,pmid:37886616; pmc:PMC10598479; doi:10.46234/ccdcw2023.130,https://pmc.ncbi.nlm.nih.gov/articles/PMC10598479/,PubMed,D006,Viral Hepatitis,病毒性肝炎
2023-06-01,2023/06/01,2023 June,Hepatitis A,甲型肝炎,944.0,0.0,-10,-10,全国,China,100000,pmid:37886616; pmc:PMC10598479; doi:10.46234/ccdcw2023.130,https://pmc.ncbi.nlm.nih.gov/articles/PMC10598479/,PubMed,D007,Hepatitis A,甲型肝炎
2023-06-01,2023/06/01,2023 June,Hepatitis B,乙型肝炎,,20.0,-10,-10,全国,China,100000,pmid:37886616; pmc:PMC10598479; doi:10.46234/ccdcw2023.130,https://pmc.ncbi.nlm.nih.gov/articles/PMC10598479/,PubMed,D008,Hepatitis B,乙型肝炎
2023-06-01,2023/06/01,2023 June,Hepatitis C,丙型肝炎,,186.0,-10,-10,全国,China,100000,pmid:37886616; pmc:PMC10598479; doi:10.46234/ccdcw2023.130,https://pmc.ncbi.nlm.nih.gov/articles/PMC10598479/,PubMed,D009,Hepatitis C,丙型肝炎
2023-06-01,2023/06/01,2023 June,Hepatitis D,丁型肝炎,23.0,0.0,-10,-10,全国,China,100000,pmid:37886616; pmc:PMC10598479; doi:10.46234/ccdcw2023.130,https://pmc.ncbi.nlm.nih.gov/articles/PMC10598479/,PubMed,D010,Hepatitis D,丁型肝炎
2023-06-01,2023/06/01,2023 June,Hepatitis E,戊型肝炎,,0.0,-10,-10,全国,China,100000,pmid:37886616; pmc:PMC10598479; doi:10.46234/ccdcw2023.130,https://pmc.ncbi.nlm.nih.gov/articles/PMC10598479/,PubMed,D011,Hepatitis E,戊型肝炎
2023-06-01,2023/06/01,2023 June,Poliomyelitis,脊髓灰质炎,665.0,0.0,-10,-10,全国,China,100000,pmid:37886616; pmc:PMC10598479; doi:10.46234/ccdcw2023.130,https://pmc.ncbi.nlm.nih.gov/articles/PMC10598479/,PubMed,D013,Poliomyelitis,脊髓灰质炎
2023-06-01,2023/06/01,2023 June,Poliomyelitis,脊髓灰质炎,0.0,0.0,-10,-10,全国,China,100000,pmid:37886616; pmc:PMC10598479; doi:10.46234/ccdcw2023.130,https://pmc.ncbi.nlm.nih.gov/articles/PMC10598479/,PubMed,D013,Poliomyelitis,脊髓灰质炎
2023-06-01,2023/06/01,2023 June,H5N1,人感染高致病性禽流感,0.0,0.0,-10,-10,全国,China,100000,pmid:37886616; pmc:PMC10598479; doi:10.46234/ccdcw2023.130,https://pmc.ncbi.nlm.nih.gov/articles/PMC10598479/,PubMed,D014,H5N1,人感染高致病性禽流感
2023-06-01,2023/06/01,2023 June,Measles,麻疹,89.0,0.0,-10,-10,全国,China,100000,pmid:37886616; pmc:PMC10598479; doi:10.46234/ccdcw2023.130,https://pmc.ncbi.nlm.nih.gov/articles/PMC10598479/,PubMed,D017,Measles,麻疹
2023-06-01,2023/06/01,2023 June,Hemorrhagic Fever,流行性出血热,365.0,2.0,-10,-10,全国,China,100000,pmid:37886616; pmc:PMC10598479; doi:10.46234/ccdcw2023.130,https://pmc.ncbi.nlm.nih.gov/articles/PMC10598479/,PubMed,D018,Hemorrhagic Fever,流行性出血热
2023-06-01,2023/06/01,2023 June,Rabies,狂犬病,11.0,9.0,-10,-10,全国,China,100000,pmid:37886616; pmc:PMC10598479; doi:10.46234/ccdcw2023.130,https://pmc.ncbi.nlm.nih.gov/articles/PMC10598479/,PubMed,D019,Rabies,狂犬病
2023-06-01,2023/06/01,2023 June,Japanese Encephalitis,流行性乙型脑炎,3.0,0.0,-10,-10,全国,China,100000,pmid:37886616; pmc:PMC10598479; doi:10.46234/ccdcw2023.130,https://pmc.ncbi.nlm.nih.gov/articles/PMC10598479/,PubMed,D020,Japanese Encephalitis,流行性乙型脑炎
2023-06-01,2023/06/01,2023 June,Dengue,登革热,55.0,0.0,-10,-10,全国,China,100000,pmid:37886616; pmc:PMC10598479; doi:10.46234/ccdcw2023.130,https://pmc.ncbi.nlm.nih.gov/articles/PMC10598479/,PubMed,D021,Dengue,登革热
2023-06-01,2023/06/01,2023 June,Anthrax,炭疽,31.0,0.0,-10,-10,全国,China,100000,pmid:37886616; pmc:PMC10598479; doi:10.46234/ccdcw2023.130,https://pmc.ncbi.nlm.nih.gov/articles/PMC10598479/,PubMed,D023,Anthrax,炭疽
2023-06-01,2023/06/01,2023 June,Dysentery,细菌性和阿米巴性痢疾,,0.0,-10,-10,全国,China,100000,pmid:37886616; pmc:PMC10598479; doi:10.46234/ccdcw2023.130,https://pmc.ncbi.nlm.nih.gov/articles/PMC10598479/,PubMed,D024,Dysentery,细菌性和阿米巴性痢疾
2023-06-01,2023/06/01,2023 June,Tuberculosis,肺结核,,324.0,-10,-10,全国,China,100000,pmid:37886616; pmc:PMC10598479; doi:10.46234/ccdcw2023.130,https://pmc.ncbi.nlm.nih.gov/articles/PMC10598479/,PubMed,D025,Tuberculosis,肺结核
2023-06-01,2023/06/01,2023 June,Typhoid and Paratyphoid fever,伤寒和副伤寒,627.0,0.0,-10,-10,全国,China,100000,pmid:37886616; pmc:PMC10598479; doi:10.46234/ccdcw2023.130,https://pmc.ncbi.nlm.nih.gov/articles/PMC10598479/,PubMed,D026,Typhoid and Paratyphoid fever,伤寒和副伤寒
2023-06-01,2023/06/01,2023 June,Meningococcal Meningitis,流行性脑脊髓膜炎,9.0,0.0,-10,-10,全国,China,100000,pmid:37886616; pmc:PMC10598479; doi:10.46234/ccdcw2023.130,https://pmc.ncbi.nlm.nih.gov/articles/PMC10598479/,PubMed,D027,Meningococcal Meningitis,流行性脑脊髓膜炎
2023-06-01,2023/06/01,2023 June,Pertussis,百日咳,,0.0,-10,-10,全国,China,100000,pmid:37886616; pmc:PMC10598479; doi:10.46234/ccdcw2023.130,https://pmc.ncbi.nlm.nih.gov/articles/PMC10598479/,PubMed,D028,Pertussis,百日咳
2023-06-01,2023/06/01,2023 June,Diphtheria,白喉,1.0,0.0,-10,-10,全国,China,100000,pmid:37886616; pmc:PMC10598479; doi:10.46234/ccdcw2023.130,https://pmc.ncbi.nlm.nih.gov/articles/PMC10598479/,PubMed,D029,Diphtheria,白喉
2023-06-01,2023/06/01,2023 June,Neonatal Tetanus,新生儿破伤风,1.0,0.0,-10,-10,全国,China,100000,pmid:37886616; pmc:PMC10598479; doi:10.46234/ccdcw2023.130,https://pmc.ncbi.nlm.nih.gov/articles/PMC10598479/,PubMed,D030,Neonatal Tetanus,新生儿破伤风
2023-06-01,2023/06/01,2023 June,Scarlet fever,猩红热,,0.0,-10,-10,全国,China,100000,pmid:37886616; pmc:PMC10598479; doi:10.46234/ccdcw2023.130,https://pmc.ncbi.nlm.nih.gov/articles/PMC10598479/,PubMed,D031,Scarlet fever,猩红热
2023-06-01,2023/06/01,2023 June,Brucellosis,布鲁氏菌病,,0.0,-10,-10,全国,China,100000,pmid:37886616; pmc:PMC10598479; doi:10.46234/ccdcw2023.130,https://pmc.ncbi.nlm.nih.gov/articles/PMC10598479/,PubMed,D032,Brucellosis,布鲁氏菌病
2023-06-01,2023/06/01,2023 June,Gonorrhea,淋病,,0.0,-10,-10,全国,China,100000,pmid:37886616; pmc:PMC10598479; doi:10.46234/ccdcw2023.130,https://pmc.ncbi.nlm.nih.gov/articles/PMC10598479/,PubMed,D033,Gonorrhea,淋病
2023-06-01,2023/06/01,2023 June,Syphilis,梅毒,,1.0,-10,-10,全国,China,100000,pmid:37886616; pmc:PMC10598479; doi:10.46234/ccdcw2023.130,https://pmc.ncbi.nlm.nih.gov/articles/PMC10598479/,PubMed,D034,Syphilis,梅毒
2023-06-01,2023/06/01,2023 June,Leptospirosis,钩端螺旋体病,9.0,0.0,-10,-10,全国,China,100000,pmid:37886616; pmc:PMC10598479; doi:10.46234/ccdcw2023.130,https://pmc.ncbi.nlm.nih.gov/articles/PMC10598479/,PubMed,D035,Leptospirosis,钩端螺旋体病
2023-06-01,2023/06/01,2023 June,Schistosomiasis,血吸虫病,7.0,0.0,-10,-10,全国,China,100000,pmid:37886616; pmc:PMC10598479; doi:10.46234/ccdcw2023.130,https://pmc.ncbi.nlm.nih.gov/articles/PMC10598479/,PubMed,D036,Schistosomiasis,血吸虫病
2023-06-01,2023/06/01,2023 June,Malaria,疟疾,264.0,2.0,-10,-10,全国,China,100000,pmid:37886616; pmc:PMC10598479; doi:10.46234/ccdcw2023.130,https://pmc.ncbi.nlm.nih.gov/articles/PMC10598479/,PubMed,D037,Malaria,疟疾
