Date,YearMonthDay,YearMonth,Diseases,DiseasesCN,Cases,Deaths,Incidence,Mortality,ProvinceCN,Province,ADCode,DOI,URL,Source,disease_id,standard_name_en,standard_name_zh
2020-06-01,2020/06/01,2020 June,Cholera,霍乱,0.0,0.0,-10,-10,全国,China,100000,pmid:34594718; pmc:PMC8428424; doi:10.46234/ccdcw2020.161,https://pmc.ncbi.nlm.nih.gov/articles/PMC8428424/,PubMed,D002,Cholera,霍乱
2020-06-01,2020/06/01,2020 June,Cholera,霍乱,0.0,0.0,-10,-10,全国,China,100000,pmid:34594718; pmc:PMC8428424; doi:10.46234/ccdcw2020.161,https://pmc.ncbi.nlm.nih.gov/articles/PMC8428424/,PubMed,D002,Cholera,霍乱
2020-06-01,2020/06/01,2020 June,HIV/AIDS,艾滋病,,,-10,-10,全国,China,100000,pmid:34594718; pmc:PMC8428424; doi:10.46234/ccdcw2020.161,https://pmc.ncbi.nlm.nih.gov/articles/PMC8428424/,PubMed,D005,HIV/AIDS,艾滋病
2020-06-01,2020/06/01,2020 June,Viral Hepatitis,病毒性肝炎,,50.0,-10,-10,全国,China,100000,pmid:34594718; pmc:PMC8428424; doi:10.46234/ccdcw2020.161,https://pmc.ncbi.nlm.nih.gov/articles/PMC8428424/,PubMed,D006,Viral Hepatitis,病毒性肝炎
2020-06-01,2020/06/01,2020 June,Hepatitis A,甲型肝炎,,1.0,-10,-10,全国,China,100000,pmid:34594718; pmc:PMC8428424; doi:10.46234/ccdcw2020.161,https://pmc.ncbi.nlm.nih.gov/articles/PMC8428424/,PubMed,D007,Hepatitis A,甲型肝炎
2020-06-01,2020/06/01,2020 June,Hepatitis B,乙型肝炎,,36.0,-10,-10,全国,China,100000,pmid:34594718; pmc:PMC8428424; doi:10.46234/ccdcw2020.161,https://pmc.ncbi.nlm.nih.gov/articles/PMC8428424/,PubMed,D008,Hepatitis B,乙型肝炎
2020-06-01,2020/06/01,2020 June,Hepatitis C,丙型肝炎,,11.0,-10,-10,全国,China,100000,pmid:34594718; pmc:PMC8428424; doi:10.46234/ccdcw2020.161,https://pmc.ncbi.nlm.nih.gov/articles/PMC8428424/,PubMed,D009,Hepatitis C,丙型肝炎
2020-06-01,2020/06/01,2020 June,Hepatitis D,丁型肝炎,16.0,0.0,-10,-10,全国,China,100000,pmid:34594718; pmc:PMC8428424; doi:10.46234/ccdcw2020.161,https://pmc.ncbi.nlm.nih.gov/articles/PMC8428424/,PubMed,D010,Hepatitis D,丁型肝炎
2020-06-01,2020/06/01,2020 June,Hepatitis E,戊型肝炎,,1.0,-10,-10,全国,China,100000,pmid:34594718; pmc:PMC8428424; doi:10.46234/ccdcw2020.161,https://pmc.ncbi.nlm.nih.gov/articles/PMC8428424/,PubMed,D011,Hepatitis E,戊型肝炎
2020-06-01,2020/06/01,2020 June,Poliomyelitis,脊髓灰质炎,815.0,1.0,-10,-10,全国,China,100000,pmid:34594718; pmc:PMC8428424; doi:10.46234/ccdcw2020.161,https://pmc.ncbi.nlm.nih.gov/articles/PMC8428424/,PubMed,D013,Poliomyelitis,脊髓灰质炎
2020-06-01,2020/06/01,2020 June,Poliomyelitis,脊髓灰质炎,0.0,0.0,-10,-10,全国,China,100000,pmid:34594718; pmc:PMC8428424; doi:10.46234/ccdcw2020.161,https://pmc.ncbi.nlm.nih.gov/articles/PMC8428424/,PubMed,D013,Poliomyelitis,脊髓灰质炎
2020-06-01,2020/06/01,2020 June,H5N1,人感染高致病性禽流感,0.0,0.0,-10,-10,全国,China,100000,pmid:34594718; pmc:PMC8428424; doi:10.46234/ccdcw2020.161,https://pmc.ncbi.nlm.nih.gov/articles/PMC8428424/,PubMed,D014,H5N1,人感染高致病性禽流感
2020-06-01,2020/06/01,2020 June,Measles,麻疹,91.0,0.0,-10,-10,全国,China,100000,pmid:34594718; pmc:PMC8428424; doi:10.46234/ccdcw2020.161,https://pmc.ncbi.nlm.nih.gov/articles/PMC8428424/,PubMed,D017,Measles,麻疹
2020-06-01,2020/06/01,2020 June,Hemorrhagic Fever,流行性出血热,826.0,6.0,-10,-10,全国,China,100000,pmid:34594718; pmc:PMC8428424; doi:10.46234/ccdcw2020.161,https://pmc.ncbi.nlm.nih.gov/articles/PMC8428424/,PubMed,D018,Hemorrhagic Fever,流行性出血热
2020-06-01,2020/06/01,2020 June,Rabies,狂犬病,17.0,10.0,-10,-10,全国,China,100000,pmid:34594718; pmc:PMC8428424; doi:10.46234/ccdcw2020.161,https://pmc.ncbi.nlm.nih.gov/articles/PMC8428424/,PubMed,D019,Rabies,狂犬病
