Date,YearMonthDay,YearMonth,Diseases,DiseasesCN,Cases,Deaths,Incidence,Mortality,ProvinceCN,Province,ADCode,DOI,URL,Source,disease_id,standard_name_en,standard_name_zh
2022-08-01,2022/08/01,2022 August,Cholera,霍乱,6.0,0.0,-10,-10,全国,China,100000,pmid:36483988; pmc:PMC9709295; doi:10.46234/ccdcw2022.183,https://pmc.ncbi.nlm.nih.gov/articles/PMC9709295/,PubMed,D002,Cholera,霍乱
2022-08-01,2022/08/01,2022 August,Cholera,霍乱,0.0,0.0,-10,-10,全国,China,100000,pmid:36483988; pmc:PMC9709295; doi:10.46234/ccdcw2022.183,https://pmc.ncbi.nlm.nih.gov/articles/PMC9709295/,PubMed,D002,Cholera,霍乱
2022-08-01,2022/08/01,2022 August,HIV/AIDS,艾滋病,,,-10,-10,全国,China,100000,pmid:36483988; pmc:PMC9709295; doi:10.46234/ccdcw2022.183,https://pmc.ncbi.nlm.nih.gov/articles/PMC9709295/,PubMed,D005,HIV/AIDS,艾滋病
2022-08-01,2022/08/01,2022 August,Viral Hepatitis,病毒性肝炎,,74.0,-10,-10,全国,China,100000,pmid:36483988; pmc:PMC9709295; doi:10.46234/ccdcw2022.183,https://pmc.ncbi.nlm.nih.gov/articles/PMC9709295/,PubMed,D006,Viral Hepatitis,病毒性肝炎
2022-08-01,2022/08/01,2022 August,Hepatitis A,甲型肝炎,,1.0,-10,-10,全国,China,100000,pmid:36483988; pmc:PMC9709295; doi:10.46234/ccdcw2022.183,https://pmc.ncbi.nlm.nih.gov/articles/PMC9709295/,PubMed,D007,Hepatitis A,甲型肝炎
2022-08-01,2022/08/01,2022 August,Hepatitis B,乙型肝炎,,26.0,-10,-10,全国,China,100000,pmid:36483988; pmc:PMC9709295; doi:10.46234/ccdcw2022.183,https://pmc.ncbi.nlm.nih.gov/articles/PMC9709295/,PubMed,D008,Hepatitis B,乙型肝炎
2022-08-01,2022/08/01,2022 August,Hepatitis C,丙型肝炎,,45.0,-10,-10,全国,China,100000,pmid:36483988; pmc:PMC9709295; doi:10.46234/ccdcw2022.183,https://pmc.ncbi.nlm.nih.gov/articles/PMC9709295/,PubMed,D009,Hepatitis C,丙型肝炎
2022-08-01,2022/08/01,2022 August,Hepatitis D,丁型肝炎,30.0,0.0,-10,-10,全国,China,100000,pmid:36483988; pmc:PMC9709295; doi:10.46234/ccdcw2022.183,https://pmc.ncbi.nlm.nih.gov/articles/PMC9709295/,PubMed,D010,Hepatitis D,丁型肝炎
2022-08-01,2022/08/01,2022 August,Hepatitis E,戊型肝炎,,2.0,-10,-10,全国,China,100000,pmid:36483988; pmc:PMC9709295; doi:10.46234/ccdcw2022.183,https://pmc.ncbi.nlm.nih.gov/articles/PMC9709295/,PubMed,D011,Hepatitis E,戊型肝炎
2022-08-01,2022/08/01,2022 August,Poliomyelitis,脊髓灰质炎,657.0,0.0,-10,-10,全国,China,100000,pmid:36483988; pmc:PMC9709295; doi:10.46234/ccdcw2022.183,https://pmc.ncbi.nlm.nih.gov/articles/PMC9709295/,PubMed,D013,Poliomyelitis,脊髓灰质炎
2022-08-01,2022/08/01,2022 August,Poliomyelitis,脊髓灰质炎,0.0,0.0,-10,-10,全国,China,100000,pmid:36483988; pmc:PMC9709295; doi:10.46234/ccdcw2022.183,https://pmc.ncbi.nlm.nih.gov/articles/PMC9709295/,PubMed,D013,Poliomyelitis,脊髓灰质炎
2022-08-01,2022/08/01,2022 August,H5N1,人感染高致病性禽流感,0.0,0.0,-10,-10,全国,China,100000,pmid:36483988; pmc:PMC9709295; doi:10.46234/ccdcw2022.183,https://pmc.ncbi.nlm.nih.gov/articles/PMC9709295/,PubMed,D014,H5N1,人感染高致病性禽流感
2022-08-01,2022/08/01,2022 August,Measles,麻疹,112.0,0.0,-10,-10,全国,China,100000,pmid:36483988; pmc:PMC9709295; doi:10.46234/ccdcw2022.183,https://pmc.ncbi.nlm.nih.gov/articles/PMC9709295/,PubMed,D017,Measles,麻疹
2022-08-01,2022/08/01,2022 August,Hemorrhagic Fever,流行性出血热,235.0,1.0,-10,-10,全国,China,100000,pmid:36483988; pmc:PMC9709295; doi:10.46234/ccdcw2022.183,https://pmc.ncbi.nlm.nih.gov/articles/PMC9709295/,PubMed,D018,Hemorrhagic Fever,流行性出血热
2022-08-01,2022/08/01,2022 August,Rabies,狂犬病,20.0,11.0,-10,-10,全国,China,100000,pmid:36483988; pmc:PMC9709295; doi:10.46234/ccdcw2022.183,https://pmc.ncbi.nlm.nih.gov/articles/PMC9709295/,PubMed,D019,Rabies,狂犬病
2022-08-01,2022/08/01,2022 August,Japanese Encephalitis,流行性乙型脑炎,57.0,0.0,-10,-10,全国,China,100000,pmid:36483988; pmc:PMC9709295; doi:10.46234/ccdcw2022.183,https://pmc.ncbi.nlm.nih.gov/articles/PMC9709295/,PubMed,D020,Japanese Encephalitis,流行性乙型脑炎
2022-08-01,2022/08/01,2022 August,Dengue,登革热,1.0,0.0,-10,-10,全国,China,100000,pmid:36483988; pmc:PMC9709295; doi:10.46234/ccdcw2022.183,https://pmc.ncbi.nlm.nih.gov/articles/PMC9709295/,PubMed,D021,Dengue,登革热
2022-08-01,2022/08/01,2022 August,Anthrax,炭疽,73.0,2.0,-10,-10,全国,China,100000,pmid:36483988; pmc:PMC9709295; doi:10.46234/ccdcw2022.183,https://pmc.ncbi.nlm.nih.gov/articles/PMC9709295/,PubMed,D023,Anthrax,炭疽
2022-08-01,2022/08/01,2022 August,Dysentery,细菌性和阿米巴性痢疾,,0.0,-10,-10,全国,China,100000,pmid:36483988; pmc:PMC9709295; doi:10.46234/ccdcw2022.183,https://pmc.ncbi.nlm.nih.gov/articles/PMC9709295/,PubMed,D024,Dysentery,细菌性和阿米巴性痢疾
2022-08-01,2022/08/01,2022 August,Tuberculosis,肺结核,,365.0,-10,-10,全国,China,100000,pmid:36483988; pmc:PMC9709295; doi:10.46234/ccdcw2022.183,https://pmc.ncbi.nlm.nih.gov/articles/PMC9709295/,PubMed,D025,Tuberculosis,肺结核
2022-08-01,2022/08/01,2022 August,Typhoid and Paratyphoid fever,伤寒和副伤寒,730.0,0.0,-10,-10,全国,China,100000,pmid:36483988; pmc:PMC9709295; doi:10.46234/ccdcw2022.183,https://pmc.ncbi.nlm.nih.gov/articles/PMC9709295/,PubMed,D026,Typhoid and Paratyphoid fever,伤寒和副伤寒
2022-08-01,2022/08/01,2022 August,Meningococcal Meningitis,流行性脑脊髓膜炎,2.0,0.0,-10,-10,全国,China,100000,pmid:36483988; pmc:PMC9709295; doi:10.46234/ccdcw2022.183,https://pmc.ncbi.nlm.nih.gov/articles/PMC9709295/,PubMed,D027,Meningococcal Meningitis,流行性脑脊髓膜炎
2022-08-01,2022/08/01,2022 August,Pertussis,百日咳,,0.0,-10,-10,全国,China,100000,pmid:36483988; pmc:PMC9709295; doi:10.46234/ccdcw2022.183,https://pmc.ncbi.nlm.nih.gov/articles/PMC9709295/,PubMed,D028,Pertussis,百日咳
