Date,YearMonthDay,YearMonth,Diseases,DiseasesCN,Cases,Deaths,Incidence,Mortality,ProvinceCN,Province,ADCode,DOI,URL,Source,disease_id,standard_name_en,standard_name_zh
2023-12-01,2023/12/01,2023 December,Cholera,霍乱,0.0,0.0,-10,-10,全国,China,100000,pmid:38313819; pmc:PMC10832151; doi:10.46234/ccdcw2024.016,https://pmc.ncbi.nlm.nih.gov/articles/PMC10832151/,PubMed,D002,Cholera,霍乱
2023-12-01,2023/12/01,2023 December,Cholera,霍乱,0.0,0.0,-10,-10,全国,China,100000,pmid:38313819; pmc:PMC10832151; doi:10.46234/ccdcw2024.016,https://pmc.ncbi.nlm.nih.gov/articles/PMC10832151/,PubMed,D002,Cholera,霍乱
2023-12-01,2023/12/01,2023 December,HIV/AIDS,艾滋病,,,-10,-10,全国,China,100000,pmid:38313819; pmc:PMC10832151; doi:10.46234/ccdcw2024.016,https://pmc.ncbi.nlm.nih.gov/articles/PMC10832151/,PubMed,D005,HIV/AIDS,艾滋病
2023-12-01,2023/12/01,2023 December,Viral Hepatitis,病毒性肝炎,,428.0,-10,-10,全国,China,100000,pmid:38313819; pmc:PMC10832151; doi:10.46234/ccdcw2024.016,https://pmc.ncbi.nlm.nih.gov/articles/PMC10832151/,PubMed,D006,Viral Hepatitis,病毒性肝炎
2023-12-01,2023/12/01,2023 December,Hepatitis A,甲型肝炎,975.0,0.0,-10,-10,全国,China,100000,pmid:38313819; pmc:PMC10832151; doi:10.46234/ccdcw2024.016,https://pmc.ncbi.nlm.nih.gov/articles/PMC10832151/,PubMed,D007,Hepatitis A,甲型肝炎
2023-12-01,2023/12/01,2023 December,Hepatitis B,乙型肝炎,,32.0,-10,-10,全国,China,100000,pmid:38313819; pmc:PMC10832151; doi:10.46234/ccdcw2024.016,https://pmc.ncbi.nlm.nih.gov/articles/PMC10832151/,PubMed,D008,Hepatitis B,乙型肝炎
2023-12-01,2023/12/01,2023 December,Hepatitis C,丙型肝炎,,393.0,-10,-10,全国,China,100000,pmid:38313819; pmc:PMC10832151; doi:10.46234/ccdcw2024.016,https://pmc.ncbi.nlm.nih.gov/articles/PMC10832151/,PubMed,D009,Hepatitis C,丙型肝炎
2023-12-01,2023/12/01,2023 December,Hepatitis D,丁型肝炎,23.0,0.0,-10,-10,全国,China,100000,pmid:38313819; pmc:PMC10832151; doi:10.46234/ccdcw2024.016,https://pmc.ncbi.nlm.nih.gov/articles/PMC10832151/,PubMed,D010,Hepatitis D,丁型肝炎
2023-12-01,2023/12/01,2023 December,Hepatitis E,戊型肝炎,,3.0,-10,-10,全国,China,100000,pmid:38313819; pmc:PMC10832151; doi:10.46234/ccdcw2024.016,https://pmc.ncbi.nlm.nih.gov/articles/PMC10832151/,PubMed,D011,Hepatitis E,戊型肝炎
2023-12-01,2023/12/01,2023 December,Poliomyelitis,脊髓灰质炎,612.0,0.0,-10,-10,全国,China,100000,pmid:38313819; pmc:PMC10832151; doi:10.46234/ccdcw2024.016,https://pmc.ncbi.nlm.nih.gov/articles/PMC10832151/,PubMed,D013,Poliomyelitis,脊髓灰质炎
2023-12-01,2023/12/01,2023 December,Poliomyelitis,脊髓灰质炎,0.0,0.0,-10,-10,全国,China,100000,pmid:38313819; pmc:PMC10832151; doi:10.46234/ccdcw2024.016,https://pmc.ncbi.nlm.nih.gov/articles/PMC10832151/,PubMed,D013,Poliomyelitis,脊髓灰质炎
2023-12-01,2023/12/01,2023 December,H5N1,人感染高致病性禽流感,0.0,0.0,-10,-10,全国,China,100000,pmid:38313819; pmc:PMC10832151; doi:10.46234/ccdcw2024.016,https://pmc.ncbi.nlm.nih.gov/articles/PMC10832151/,PubMed,D014,H5N1,人感染高致病性禽流感
2023-12-01,2023/12/01,2023 December,Measles,麻疹,69.0,0.0,-10,-10,全国,China,100000,pmid:38313819; pmc:PMC10832151; doi:10.46234/ccdcw2024.016,https://pmc.ncbi.nlm.nih.gov/articles/PMC10832151/,PubMed,D017,Measles,麻疹
2023-12-01,2023/12/01,2023 December,Hemorrhagic Fever,流行性出血热,,1.0,-10,-10,全国,China,100000,pmid:38313819; pmc:PMC10832151; doi:10.46234/ccdcw2024.016,https://pmc.ncbi.nlm.nih.gov/articles/PMC10832151/,PubMed,D018,Hemorrhagic Fever,流行性出血热
2023-12-01,2023/12/01,2023 December,Rabies,狂犬病,13.0,16.0,-10,-10,全国,China,100000,pmid:38313819; pmc:PMC10832151; doi:10.46234/ccdcw2024.016,https://pmc.ncbi.nlm.nih.gov/articles/PMC10832151/,PubMed,D019,Rabies,狂犬病
2023-12-01,2023/12/01,2023 December,Japanese Encephalitis,流行性乙型脑炎,4.0,0.0,-10,-10,全国,China,100000,pmid:38313819; pmc:PMC10832151; doi:10.46234/ccdcw2024.016,https://pmc.ncbi.nlm.nih.gov/articles/PMC10832151/,PubMed,D020,Japanese Encephalitis,流行性乙型脑炎
2023-12-01,2023/12/01,2023 December,Dengue,登革热,154.0,0.0,-10,-10,全国,China,100000,pmid:38313819; pmc:PMC10832151; doi:10.46234/ccdcw2024.016,https://pmc.ncbi.nlm.nih.gov/articles/PMC10832151/,PubMed,D021,Dengue,登革热
2023-12-01,2023/12/01,2023 December,Anthrax,炭疽,21.0,0.0,-10,-10,全国,China,100000,pmid:38313819; pmc:PMC10832151; doi:10.46234/ccdcw2024.016,https://pmc.ncbi.nlm.nih.gov/articles/PMC10832151/,PubMed,D023,Anthrax,炭疽
2023-12-01,2023/12/01,2023 December,Dysentery,细菌性和阿米巴性痢疾,,0.0,-10,-10,全国,China,100000,pmid:38313819; pmc:PMC10832151; doi:10.46234/ccdcw2024.016,https://pmc.ncbi.nlm.nih.gov/articles/PMC10832151/,PubMed,D024,Dysentery,细菌性和阿米巴性痢疾
2023-12-01,2023/12/01,2023 December,Tuberculosis,肺结核,,416.0,-10,-10,全国,China,100000,pmid:38313819; pmc:PMC10832151; doi:10.46234/ccdcw2024.016,https://pmc.ncbi.nlm.nih.gov/articles/PMC10832151/,PubMed,D025,Tuberculosis,肺结核
2023-12-01,2023/12/01,2023 December,Typhoid and Paratyphoid fever,伤寒和副伤寒,358.0,0.0,-10,-10,全国,China,100000,pmid:38313819; pmc:PMC10832151; doi:10.46234/ccdcw2024.016,https://pmc.ncbi.nlm.nih.gov/articles/PMC10832151/,PubMed,D026,Typhoid and Paratyphoid fever,伤寒和副伤寒
2023-12-01,2023/12/01,2023 December,Meningococcal Meningitis,流行性脑脊髓膜炎,21.0,0.0,-10,-10,全国,China,100000,pmid:38313819; pmc:PMC10832151; doi:10.46234/ccdcw2024.016,https://pmc.ncbi.nlm.nih.gov/articles/PMC10832151/,PubMed,D027,Meningococcal Meningitis,流行性脑脊髓膜炎
2023-12-01,2023/12/01,2023 December,Pertussis,百日咳,,1.0,-10,-10,全国,China,100000,pmid:38313819; pmc:PMC10832151; doi:10.46234/ccdcw2024.016,https://pmc.ncbi.nlm.nih.gov/articles/PMC10832151/,PubMed,D028,Pertussis,百日咳
2023-12-01,2023/12/01,2023 December,Diphtheria,白喉,0.0,0.0,-10,-10,全国,China,100000,pmid:38313819; pmc:PMC10832151; doi:10.46234/ccdcw2024.016,https://pmc.ncbi.nlm.nih.gov/articles/PMC10832151/,PubMed,D029,Diphtheria,白喉
2023-12-01,2023/12/01,2023 December,Neonatal Tetanus,新生儿破伤风,3.0,0.0,-10,-10,全国,China,100000,pmid:38313819; pmc:PMC10832151; doi:10.46234/ccdcw2024.016,https://pmc.ncbi.nlm.nih.gov/articles/PMC10832151/,PubMed,D030,Neonatal Tetanus,新生儿破伤风
2023-12-01,2023/12/01,2023 December,Scarlet fever,猩红热,,0.0,-10,-10,全国,China,100000,pmid:38313819; pmc:PMC10832151; doi:10.46234/ccdcw2024.016,https://pmc.ncbi.nlm.nih.gov/articles/PMC10832151/,PubMed,D031,Scarlet fever,猩红热
2023-12-01,2023/12/01,2023 December,Brucellosis,布鲁氏菌病,,0.0,-10,-10,全国,China,100000,pmid:38313819; pmc:PMC10832151; doi:10.46234/ccdcw2024.016,https://pmc.ncbi.nlm.nih.gov/articles/PMC10832151/,PubMed,D032,Brucellosis,布鲁氏菌病
2023-12-01,2023/12/01,2023 December,Gonorrhea,淋病,,0.0,-10,-10,全国,China,100000,pmid:38313819; pmc:PMC10832151; doi:10.46234/ccdcw2024.016,https://pmc.ncbi.nlm.nih.gov/articles/PMC10832151/,PubMed,D033,Gonorrhea,淋病
2023-12-01,2023/12/01,2023 December,Syphilis,梅毒,,1.0,-10,-10,全国,China,100000,pmid:38313819; pmc:PMC10832151; doi:10.46234/ccdcw2024.016,https://pmc.ncbi.nlm.nih.gov/articles/PMC10832151/,PubMed,D034,Syphilis,梅毒
2023-12-01,2023/12/01,2023 December,Leptospirosis,钩端螺旋体病,11.0,0.0,-10,-10,全国,China,100000,pmid:38313819; pmc:PMC10832151; doi:10.46234/ccdcw2024.016,https://pmc.ncbi.nlm.nih.gov/articles/PMC10832151/,PubMed,D035,Leptospirosis,钩端螺旋体病
