Date,YearMonthDay,YearMonth,Diseases,DiseasesCN,Cases,Deaths,Incidence,Mortality,ProvinceCN,Province,ADCode,DOI,URL,Source,disease_id,standard_name_en,standard_name_zh
2023-10-01,2023/10/01,2023 October,Cholera,霍乱,2.0,0.0,-10,-10,全国,China,100000,pmid:38164469; pmc:PMC10757727; doi:10.46234/ccdcw2023.213,https://pmc.ncbi.nlm.nih.gov/articles/PMC10757727/,PubMed,D002,Cholera,霍乱
2023-10-01,2023/10/01,2023 October,Cholera,霍乱,0.0,0.0,-10,-10,全国,China,100000,pmid:38164469; pmc:PMC10757727; doi:10.46234/ccdcw2023.213,https://pmc.ncbi.nlm.nih.gov/articles/PMC10757727/,PubMed,D002,Cholera,霍乱
2023-10-01,2023/10/01,2023 October,HIV/AIDS,艾滋病,,,-10,-10,全国,China,100000,pmid:38164469; pmc:PMC10757727; doi:10.46234/ccdcw2023.213,https://pmc.ncbi.nlm.nih.gov/articles/PMC10757727/,PubMed,D005,HIV/AIDS,艾滋病
2023-10-01,2023/10/01,2023 October,Viral Hepatitis,病毒性肝炎,,257.0,-10,-10,全国,China,100000,pmid:38164469; pmc:PMC10757727; doi:10.46234/ccdcw2023.213,https://pmc.ncbi.nlm.nih.gov/articles/PMC10757727/,PubMed,D006,Viral Hepatitis,病毒性肝炎
2023-10-01,2023/10/01,2023 October,Hepatitis A,甲型肝炎,986.0,0.0,-10,-10,全国,China,100000,pmid:38164469; pmc:PMC10757727; doi:10.46234/ccdcw2023.213,https://pmc.ncbi.nlm.nih.gov/articles/PMC10757727/,PubMed,D007,Hepatitis A,甲型肝炎
2023-10-01,2023/10/01,2023 October,Hepatitis B,乙型肝炎,,32.0,-10,-10,全国,China,100000,pmid:38164469; pmc:PMC10757727; doi:10.46234/ccdcw2023.213,https://pmc.ncbi.nlm.nih.gov/articles/PMC10757727/,PubMed,D008,Hepatitis B,乙型肝炎
2023-10-01,2023/10/01,2023 October,Hepatitis C,丙型肝炎,,224.0,-10,-10,全国,China,100000,pmid:38164469; pmc:PMC10757727; doi:10.46234/ccdcw2023.213,https://pmc.ncbi.nlm.nih.gov/articles/PMC10757727/,PubMed,D009,Hepatitis C,丙型肝炎
2023-10-01,2023/10/01,2023 October,Hepatitis D,丁型肝炎,15.0,0.0,-10,-10,全国,China,100000,pmid:38164469; pmc:PMC10757727; doi:10.46234/ccdcw2023.213,https://pmc.ncbi.nlm.nih.gov/articles/PMC10757727/,PubMed,D010,Hepatitis D,丁型肝炎
2023-10-01,2023/10/01,2023 October,Hepatitis E,戊型肝炎,,1.0,-10,-10,全国,China,100000,pmid:38164469; pmc:PMC10757727; doi:10.46234/ccdcw2023.213,https://pmc.ncbi.nlm.nih.gov/articles/PMC10757727/,PubMed,D011,Hepatitis E,戊型肝炎
2023-10-01,2023/10/01,2023 October,Poliomyelitis,脊髓灰质炎,644.0,0.0,-10,-10,全国,China,100000,pmid:38164469; pmc:PMC10757727; doi:10.46234/ccdcw2023.213,https://pmc.ncbi.nlm.nih.gov/articles/PMC10757727/,PubMed,D013,Poliomyelitis,脊髓灰质炎
2023-10-01,2023/10/01,2023 October,Poliomyelitis,脊髓灰质炎,0.0,0.0,-10,-10,全国,China,100000,pmid:38164469; pmc:PMC10757727; doi:10.46234/ccdcw2023.213,https://pmc.ncbi.nlm.nih.gov/articles/PMC10757727/,PubMed,D013,Poliomyelitis,脊髓灰质炎
2023-10-01,2023/10/01,2023 October,H5N1,人感染高致病性禽流感,0.0,0.0,-10,-10,全国,China,100000,pmid:38164469; pmc:PMC10757727; doi:10.46234/ccdcw2023.213,https://pmc.ncbi.nlm.nih.gov/articles/PMC10757727/,PubMed,D014,H5N1,人感染高致病性禽流感
2023-10-01,2023/10/01,2023 October,Measles,麻疹,88.0,0.0,-10,-10,全国,China,100000,pmid:38164469; pmc:PMC10757727; doi:10.46234/ccdcw2023.213,https://pmc.ncbi.nlm.nih.gov/articles/PMC10757727/,PubMed,D017,Measles,麻疹
2023-10-01,2023/10/01,2023 October,Hemorrhagic Fever,流行性出血热,439.0,3.0,-10,-10,全国,China,100000,pmid:38164469; pmc:PMC10757727; doi:10.46234/ccdcw2023.213,https://pmc.ncbi.nlm.nih.gov/articles/PMC10757727/,PubMed,D018,Hemorrhagic Fever,流行性出血热
2023-10-01,2023/10/01,2023 October,Rabies,狂犬病,13.0,12.0,-10,-10,全国,China,100000,pmid:38164469; pmc:PMC10757727; doi:10.46234/ccdcw2023.213,https://pmc.ncbi.nlm.nih.gov/articles/PMC10757727/,PubMed,D019,Rabies,狂犬病
2023-10-01,2023/10/01,2023 October,Japanese Encephalitis,流行性乙型脑炎,32.0,2.0,-10,-10,全国,China,100000,pmid:38164469; pmc:PMC10757727; doi:10.46234/ccdcw2023.213,https://pmc.ncbi.nlm.nih.gov/articles/PMC10757727/,PubMed,D020,Japanese Encephalitis,流行性乙型脑炎
2023-10-01,2023/10/01,2023 October,Dengue,登革热,,0.0,-10,-10,全国,China,100000,pmid:38164469; pmc:PMC10757727; doi:10.46234/ccdcw2023.213,https://pmc.ncbi.nlm.nih.gov/articles/PMC10757727/,PubMed,D021,Dengue,登革热
2023-10-01,2023/10/01,2023 October,Anthrax,炭疽,47.0,0.0,-10,-10,全国,China,100000,pmid:38164469; pmc:PMC10757727; doi:10.46234/ccdcw2023.213,https://pmc.ncbi.nlm.nih.gov/articles/PMC10757727/,PubMed,D023,Anthrax,炭疽
2023-10-01,2023/10/01,2023 October,Dysentery,细菌性和阿米巴性痢疾,,0.0,-10,-10,全国,China,100000,pmid:38164469; pmc:PMC10757727; doi:10.46234/ccdcw2023.213,https://pmc.ncbi.nlm.nih.gov/articles/PMC10757727/,PubMed,D024,Dysentery,细菌性和阿米巴性痢疾
2023-10-01,2023/10/01,2023 October,Tuberculosis,肺结核,,354.0,-10,-10,全国,China,100000,pmid:38164469; pmc:PMC10757727; doi:10.46234/ccdcw2023.213,https://pmc.ncbi.nlm.nih.gov/articles/PMC10757727/,PubMed,D025,Tuberculosis,肺结核
2023-10-01,2023/10/01,2023 October,Typhoid and Paratyphoid fever,伤寒和副伤寒,480.0,1.0,-10,-10,全国,China,100000,pmid:38164469; pmc:PMC10757727; doi:10.46234/ccdcw2023.213,https://pmc.ncbi.nlm.nih.gov/articles/PMC10757727/,PubMed,D026,Typhoid and Paratyphoid fever,伤寒和副伤寒
2023-10-01,2023/10/01,2023 October,Meningococcal Meningitis,流行性脑脊髓膜炎,5.0,0.0,-10,-10,全国,China,100000,pmid:38164469; pmc:PMC10757727; doi:10.46234/ccdcw2023.213,https://pmc.ncbi.nlm.nih.gov/articles/PMC10757727/,PubMed,D027,Meningococcal Meningitis,流行性脑脊髓膜炎
