Date,YearMonthDay,YearMonth,Diseases,DiseasesCN,Cases,Deaths,Incidence,Mortality,ProvinceCN,Province,ADCode,DOI,URL,Source,disease_id,standard_name_en,standard_name_zh
2021-08-01,2021/08/01,2021 August,Cholera,霍乱,0.0,0.0,-10,-10,全国,China,100000,pmid:34733578; pmc:PMC8545602; doi:10.46234/ccdcw2021.211,https://pmc.ncbi.nlm.nih.gov/articles/PMC8545602/,PubMed,D002,Cholera,霍乱
2021-08-01,2021/08/01,2021 August,Cholera,霍乱,0.0,0.0,-10,-10,全国,China,100000,pmid:34733578; pmc:PMC8545602; doi:10.46234/ccdcw2021.211,https://pmc.ncbi.nlm.nih.gov/articles/PMC8545602/,PubMed,D002,Cholera,霍乱
2021-08-01,2021/08/01,2021 August,HIV/AIDS,艾滋病,,,-10,-10,全国,China,100000,pmid:34733578; pmc:PMC8545602; doi:10.46234/ccdcw2021.211,https://pmc.ncbi.nlm.nih.gov/articles/PMC8545602/,PubMed,D005,HIV/AIDS,艾滋病
2021-08-01,2021/08/01,2021 August,Viral Hepatitis,病毒性肝炎,,62.0,-10,-10,全国,China,100000,pmid:34733578; pmc:PMC8545602; doi:10.46234/ccdcw2021.211,https://pmc.ncbi.nlm.nih.gov/articles/PMC8545602/,PubMed,D006,Viral Hepatitis,病毒性肝炎
2021-08-01,2021/08/01,2021 August,Hepatitis A,甲型肝炎,,0.0,-10,-10,全国,China,100000,pmid:34733578; pmc:PMC8545602; doi:10.46234/ccdcw2021.211,https://pmc.ncbi.nlm.nih.gov/articles/PMC8545602/,PubMed,D007,Hepatitis A,甲型肝炎
2021-08-01,2021/08/01,2021 August,Hepatitis B,乙型肝炎,,51.0,-10,-10,全国,China,100000,pmid:34733578; pmc:PMC8545602; doi:10.46234/ccdcw2021.211,https://pmc.ncbi.nlm.nih.gov/articles/PMC8545602/,PubMed,D008,Hepatitis B,乙型肝炎
2021-08-01,2021/08/01,2021 August,Hepatitis C,丙型肝炎,,9.0,-10,-10,全国,China,100000,pmid:34733578; pmc:PMC8545602; doi:10.46234/ccdcw2021.211,https://pmc.ncbi.nlm.nih.gov/articles/PMC8545602/,PubMed,D009,Hepatitis C,丙型肝炎
2021-08-01,2021/08/01,2021 August,Hepatitis D,丁型肝炎,23.0,0.0,-10,-10,全国,China,100000,pmid:34733578; pmc:PMC8545602; doi:10.46234/ccdcw2021.211,https://pmc.ncbi.nlm.nih.gov/articles/PMC8545602/,PubMed,D010,Hepatitis D,丁型肝炎
2021-08-01,2021/08/01,2021 August,Hepatitis E,戊型肝炎,,2.0,-10,-10,全国,China,100000,pmid:34733578; pmc:PMC8545602; doi:10.46234/ccdcw2021.211,https://pmc.ncbi.nlm.nih.gov/articles/PMC8545602/,PubMed,D011,Hepatitis E,戊型肝炎
2021-08-01,2021/08/01,2021 August,Poliomyelitis,脊髓灰质炎,824.0,0.0,-10,-10,全国,China,100000,pmid:34733578; pmc:PMC8545602; doi:10.46234/ccdcw2021.211,https://pmc.ncbi.nlm.nih.gov/articles/PMC8545602/,PubMed,D013,Poliomyelitis,脊髓灰质炎
2021-08-01,2021/08/01,2021 August,Poliomyelitis,脊髓灰质炎,0.0,0.0,-10,-10,全国,China,100000,pmid:34733578; pmc:PMC8545602; doi:10.46234/ccdcw2021.211,https://pmc.ncbi.nlm.nih.gov/articles/PMC8545602/,PubMed,D013,Poliomyelitis,脊髓灰质炎
2021-08-01,2021/08/01,2021 August,H5N1,人感染高致病性禽流感,0.0,0.0,-10,-10,全国,China,100000,pmid:34733578; pmc:PMC8545602; doi:10.46234/ccdcw2021.211,https://pmc.ncbi.nlm.nih.gov/articles/PMC8545602/,PubMed,D014,H5N1,人感染高致病性禽流感
2021-08-01,2021/08/01,2021 August,Measles,麻疹,66.0,0.0,-10,-10,全国,China,100000,pmid:34733578; pmc:PMC8545602; doi:10.46234/ccdcw2021.211,https://pmc.ncbi.nlm.nih.gov/articles/PMC8545602/,PubMed,D017,Measles,麻疹
2021-08-01,2021/08/01,2021 August,Hemorrhagic Fever,流行性出血热,255.0,2.0,-10,-10,全国,China,100000,pmid:34733578; pmc:PMC8545602; doi:10.46234/ccdcw2021.211,https://pmc.ncbi.nlm.nih.gov/articles/PMC8545602/,PubMed,D018,Hemorrhagic Fever,流行性出血热
2021-08-01,2021/08/01,2021 August,Rabies,狂犬病,14.0,8.0,-10,-10,全国,China,100000,pmid:34733578; pmc:PMC8545602; doi:10.46234/ccdcw2021.211,https://pmc.ncbi.nlm.nih.gov/articles/PMC8545602/,PubMed,D019,Rabies,狂犬病
2021-08-01,2021/08/01,2021 August,Japanese Encephalitis,流行性乙型脑炎,72.0,1.0,-10,-10,全国,China,100000,pmid:34733578; pmc:PMC8545602; doi:10.46234/ccdcw2021.211,https://pmc.ncbi.nlm.nih.gov/articles/PMC8545602/,PubMed,D020,Japanese Encephalitis,流行性乙型脑炎
2021-08-01,2021/08/01,2021 August,Dengue,登革热,3.0,0.0,-10,-10,全国,China,100000,pmid:34733578; pmc:PMC8545602; doi:10.46234/ccdcw2021.211,https://pmc.ncbi.nlm.nih.gov/articles/PMC8545602/,PubMed,D021,Dengue,登革热
2021-08-01,2021/08/01,2021 August,Anthrax,炭疽,115.0,1.0,-10,-10,全国,China,100000,pmid:34733578; pmc:PMC8545602; doi:10.46234/ccdcw2021.211,https://pmc.ncbi.nlm.nih.gov/articles/PMC8545602/,PubMed,D023,Anthrax,炭疽
2021-08-01,2021/08/01,2021 August,Dysentery,细菌性和阿米巴性痢疾,,0.0,-10,-10,全国,China,100000,pmid:34733578; pmc:PMC8545602; doi:10.46234/ccdcw2021.211,https://pmc.ncbi.nlm.nih.gov/articles/PMC8545602/,PubMed,D024,Dysentery,细菌性和阿米巴性痢疾
2021-08-01,2021/08/01,2021 August,Tuberculosis,肺结核,,120.0,-10,-10,全国,China,100000,pmid:34733578; pmc:PMC8545602; doi:10.46234/ccdcw2021.211,https://pmc.ncbi.nlm.nih.gov/articles/PMC8545602/,PubMed,D025,Tuberculosis,肺结核
2021-08-01,2021/08/01,2021 August,Typhoid and Paratyphoid fever,伤寒和副伤寒,913.0,1.0,-10,-10,全国,China,100000,pmid:34733578; pmc:PMC8545602; doi:10.46234/ccdcw2021.211,https://pmc.ncbi.nlm.nih.gov/articles/PMC8545602/,PubMed,D026,Typhoid and Paratyphoid fever,伤寒和副伤寒
2021-08-01,2021/08/01,2021 August,Meningococcal Meningitis,流行性脑脊髓膜炎,0.0,0.0,-10,-10,全国,China,100000,pmid:34733578; pmc:PMC8545602; doi:10.46234/ccdcw2021.211,https://pmc.ncbi.nlm.nih.gov/articles/PMC8545602/,PubMed,D027,Meningococcal Meningitis,流行性脑脊髓膜炎
2021-08-01,2021/08/01,2021 August,Pertussis,百日咳,1227.0,0.0,-10,-10,全国,China,100000,pmid:34733578; pmc:PMC8545602; doi:10.46234/ccdcw2021.211,https://pmc.ncbi.nlm.nih.gov/articles/PMC8545602/,PubMed,D028,Pertussis,百日咳
2021-08-01,2021/08/01,2021 August,Diphtheria,白喉,0.0,0.0,-10,-10,全国,China,100000,pmid:34733578; pmc:PMC8545602; doi:10.46234/ccdcw2021.211,https://pmc.ncbi.nlm.nih.gov/articles/PMC8545602/,PubMed,D029,Diphtheria,白喉
2021-08-01,2021/08/01,2021 August,Neonatal Tetanus,新生儿破伤风,3.0,0.0,-10,-10,全国,China,100000,pmid:34733578; pmc:PMC8545602; doi:10.46234/ccdcw2021.211,https://pmc.ncbi.nlm.nih.gov/articles/PMC8545602/,PubMed,D030,Neonatal Tetanus,新生儿破伤风
2021-08-01,2021/08/01,2021 August,Scarlet fever,猩红热,,0.0,-10,-10,全国,China,100000,pmid:34733578; pmc:PMC8545602; doi:10.46234/ccdcw2021.211,https://pmc.ncbi.nlm.nih.gov/articles/PMC8545602/,PubMed,D031,Scarlet fever,猩红热
2021-08-01,2021/08/01,2021 August,Brucellosis,布鲁氏菌病,,0.0,-10,-10,全国,China,100000,pmid:34733578; pmc:PMC8545602; doi:10.46234/ccdcw2021.211,https://pmc.ncbi.nlm.nih.gov/articles/PMC8545602/,PubMed,D032,Brucellosis,布鲁氏菌病
2021-08-01,2021/08/01,2021 August,Gonorrhea,淋病,,1.0,-10,-10,全国,China,100000,pmid:34733578; pmc:PMC8545602; doi:10.46234/ccdcw2021.211,https://pmc.ncbi.nlm.nih.gov/articles/PMC8545602/,PubMed,D033,Gonorrhea,淋病
2021-08-01,2021/08/01,2021 August,Syphilis,梅毒,,7.0,-10,-10,全国,China,100000,pmid:34733578; pmc:PMC8545602; doi:10.46234/ccdcw2021.211,https://pmc.ncbi.nlm.nih.gov/articles/PMC8545602/,PubMed,D034,Syphilis,梅毒
2021-08-01,2021/08/01,2021 August,Leptospirosis,钩端螺旋体病,81.0,0.0,-10,-10,全国,China,100000,pmid:34733578; pmc:PMC8545602; doi:10.46234/ccdcw2021.211,https://pmc.ncbi.nlm.nih.gov/articles/PMC8545602/,PubMed,D035,Leptospirosis,钩端螺旋体病
2021-08-01,2021/08/01,2021 August,Schistosomiasis,血吸虫病,9.0,0.0,-10,-10,全国,China,100000,pmid:34733578; pmc:PMC8545602; doi:10.46234/ccdcw2021.211,https://pmc.ncbi.nlm.nih.gov/articles/PMC8545602/,PubMed,D036,Schistosomiasis,血吸虫病
2021-08-01,2021/08/01,2021 August,Malaria,疟疾,60.0,0.0,-10,-10,全国,China,100000,pmid:34733578; pmc:PMC8545602; doi:10.46234/ccdcw2021.211,https://pmc.ncbi.nlm.nih.gov/articles/PMC8545602/,PubMed,D037,Malaria,疟疾
2021-08-01,2021/08/01,2021 August,H7N9,人感染H7N9禽流感,0.0,0.0,-10,-10,全国,China,100000,pmid:34733578; pmc:PMC8545602; doi:10.46234/ccdcw2021.211,https://pmc.ncbi.nlm.nih.gov/articles/PMC8545602/,PubMed,D015,H7N9,人感染H7N9禽流感
2021-08-01,2021/08/01,2021 August,COVID-19,新型冠状病毒感染,,0.0,-10,-10,全国,China,100000,pmid:34733578; pmc:PMC8545602; doi:10.46234/ccdcw2021.211,https://pmc.ncbi.nlm.nih.gov/articles/PMC8545602/,PubMed,D004,COVID-19,新型冠状病毒感染
2021-08-01,2021/08/01,2021 August,Influenza,流行性感冒,,0.0,-10,-10,全国,China,100000,pmid:34733578; pmc:PMC8545602; doi:10.46234/ccdcw2021.211,https://pmc.ncbi.nlm.nih.gov/articles/PMC8545602/,PubMed,D038,Influenza,流行性感冒
2021-08-01,2021/08/01,2021 August,Mumps,流行性腮腺炎,,0.0,-10,-10,全国,China,100000,pmid:34733578; pmc:PMC8545602; doi:10.46234/ccdcw2021.211,https://pmc.ncbi.nlm.nih.gov/articles/PMC8545602/,PubMed,D039,Mumps,流行性腮腺炎
2021-08-01,2021/08/01,2021 August,Rubella,风疹,68.0,0.0,-10,-10,全国,China,100000,pmid:34733578; pmc:PMC8545602; doi:10.46234/ccdcw2021.211,https://pmc.ncbi.nlm.nih.gov/articles/PMC8545602/,PubMed,D040,Rubella,风疹
2021-08-01,2021/08/01,2021 August,Acute Hemorrhagic Conjunctivitis,急性出血性结膜炎,,0.0,-10,-10,全国,China,100000,pmid:34733578; pmc:PMC8545602; doi:10.46234/ccdcw2021.211,https://pmc.ncbi.nlm.nih.gov/articles/PMC8545602/,PubMed,D041,Acute Hemorrhagic Conjunctivitis,急性出血性结膜炎
2021-08-01,2021/08/01,2021 August,Leprosy,麻风病,36.0,0.0,-10,-10,全国,China,100000,pmid:34733578; pmc:PMC8545602; doi:10.46234/ccdcw2021.211,https://pmc.ncbi.nlm.nih.gov/articles/PMC8545602/,PubMed,D042,Leprosy,麻风病
2021-08-01,2021/08/01,2021 August,Typhus,流行性和地方性斑疹伤寒,143.0,0.0,-10,-10,全国,China,100000,pmid:34733578; pmc:PMC8545602; doi:10.46234/ccdcw2021.211,https://pmc.ncbi.nlm.nih.gov/articles/PMC8545602/,PubMed,D043,Typhus,流行性和地方性斑疹伤寒
2021-08-01,2021/08/01,2021 August,Kala-azar,黑热病,28.0,0.0,-10,-10,全国,China,100000,pmid:34733578; pmc:PMC8545602; doi:10.46234/ccdcw2021.211,https://pmc.ncbi.nlm.nih.gov/articles/PMC8545602/,PubMed,D044,Kala-azar,黑热病
2021-08-01,2021/08/01,2021 August,Echinococcosis,包虫病,241.0,0.0,-10,-10,全国,China,100000,pmid:34733578; pmc:PMC8545602; doi:10.46234/ccdcw2021.211,https://pmc.ncbi.nlm.nih.gov/articles/PMC8545602/,PubMed,D045,Echinococcosis,包虫病
2021-08-01,2021/08/01,2021 August,Filariasis,丝虫病,1.0,0.0,-10,-10,全国,China,100000,pmid:34733578; pmc:PMC8545602; doi:10.46234/ccdcw2021.211,https://pmc.ncbi.nlm.nih.gov/articles/PMC8545602/,PubMed,D046,Filariasis,丝虫病
2021-08-01,2021/08/01,2021 August,Infectious Diarrhea,其他感染性腹泻病,,0.0,-10,-10,全国,China,100000,pmid:34733578; pmc:PMC8545602; doi:10.46234/ccdcw2021.211,https://pmc.ncbi.nlm.nih.gov/articles/PMC8545602/,PubMed,D047,Infectious Diarrhea,其他感染性腹泻病
2021-08-01,2021/08/01,2021 August,Hand-Foot-Mouth Disease,手足口病,,0.0,-10,-10,全国,China,100000,pmid:34733578; pmc:PMC8545602; doi:10.46234/ccdcw2021.211,https://pmc.ncbi.nlm.nih.gov/articles/PMC8545602/,PubMed,D048,Hand-Foot-Mouth Disease,手足口病
2021-08-01,2021/08/01,2021 August,Total,甲乙丙类传染病总计,,,-10,-10,全国,China,100000,pmid:34733578; pmc:PMC8545602; doi:10.46234/ccdcw2021.211,https://pmc.ncbi.nlm.nih.gov/articles/PMC8545602/,PubMed,D999,Total,甲乙丙类传染病总计
