Date,YearMonthDay,YearMonth,Diseases,DiseasesCN,Cases,Deaths,Incidence,Mortality,ProvinceCN,Province,ADCode,DOI,URL,Source,disease_id,standard_name_en,standard_name_zh
2021-07-01,2021/07/01,2021 July,Cholera,霍乱,0.0,0.0,-10,-10,全国,China,100000,pmid:34659867; pmc:PMC8500804; doi:10.46234/ccdcw2021.186,https://pmc.ncbi.nlm.nih.gov/articles/PMC8500804/,PubMed,D002,Cholera,霍乱
2021-07-01,2021/07/01,2021 July,Cholera,霍乱,0.0,0.0,-10,-10,全国,China,100000,pmid:34659867; pmc:PMC8500804; doi:10.46234/ccdcw2021.186,https://pmc.ncbi.nlm.nih.gov/articles/PMC8500804/,PubMed,D002,Cholera,霍乱
2021-07-01,2021/07/01,2021 July,HIV/AIDS,艾滋病,,,-10,-10,全国,China,100000,pmid:34659867; pmc:PMC8500804; doi:10.46234/ccdcw2021.186,https://pmc.ncbi.nlm.nih.gov/articles/PMC8500804/,PubMed,D005,HIV/AIDS,艾滋病
2021-07-01,2021/07/01,2021 July,Viral Hepatitis,病毒性肝炎,,46.0,-10,-10,全国,China,100000,pmid:34659867; pmc:PMC8500804; doi:10.46234/ccdcw2021.186,https://pmc.ncbi.nlm.nih.gov/articles/PMC8500804/,PubMed,D006,Viral Hepatitis,病毒性肝炎
2021-07-01,2021/07/01,2021 July,Hepatitis A,甲型肝炎,,0.0,-10,-10,全国,China,100000,pmid:34659867; pmc:PMC8500804; doi:10.46234/ccdcw2021.186,https://pmc.ncbi.nlm.nih.gov/articles/PMC8500804/,PubMed,D007,Hepatitis A,甲型肝炎
2021-07-01,2021/07/01,2021 July,Hepatitis B,乙型肝炎,,34.0,-10,-10,全国,China,100000,pmid:34659867; pmc:PMC8500804; doi:10.46234/ccdcw2021.186,https://pmc.ncbi.nlm.nih.gov/articles/PMC8500804/,PubMed,D008,Hepatitis B,乙型肝炎
2021-07-01,2021/07/01,2021 July,Hepatitis C,丙型肝炎,,11.0,-10,-10,全国,China,100000,pmid:34659867; pmc:PMC8500804; doi:10.46234/ccdcw2021.186,https://pmc.ncbi.nlm.nih.gov/articles/PMC8500804/,PubMed,D009,Hepatitis C,丙型肝炎
2021-07-01,2021/07/01,2021 July,Hepatitis D,丁型肝炎,19.0,0.0,-10,-10,全国,China,100000,pmid:34659867; pmc:PMC8500804; doi:10.46234/ccdcw2021.186,https://pmc.ncbi.nlm.nih.gov/articles/PMC8500804/,PubMed,D010,Hepatitis D,丁型肝炎
2021-07-01,2021/07/01,2021 July,Hepatitis E,戊型肝炎,,0.0,-10,-10,全国,China,100000,pmid:34659867; pmc:PMC8500804; doi:10.46234/ccdcw2021.186,https://pmc.ncbi.nlm.nih.gov/articles/PMC8500804/,PubMed,D011,Hepatitis E,戊型肝炎
2021-07-01,2021/07/01,2021 July,Poliomyelitis,脊髓灰质炎,919.0,1.0,-10,-10,全国,China,100000,pmid:34659867; pmc:PMC8500804; doi:10.46234/ccdcw2021.186,https://pmc.ncbi.nlm.nih.gov/articles/PMC8500804/,PubMed,D013,Poliomyelitis,脊髓灰质炎
