Date,YearMonthDay,YearMonth,Diseases,DiseasesCN,Cases,Deaths,Incidence,Mortality,ProvinceCN,Province,ADCode,DOI,URL,Source,disease_id,standard_name_en,standard_name_zh
2023-09-01,2023/09/01,2023 September,Cholera,霍乱,9.0,0.0,-10,-10,全国,China,100000,pmid:38046640; pmc:PMC10689966; doi:10.46234/ccdcw2023.192,https://pmc.ncbi.nlm.nih.gov/articles/PMC10689966/,PubMed,D002,Cholera,霍乱
2023-09-01,2023/09/01,2023 September,Cholera,霍乱,0.0,0.0,-10,-10,全国,China,100000,pmid:38046640; pmc:PMC10689966; doi:10.46234/ccdcw2023.192,https://pmc.ncbi.nlm.nih.gov/articles/PMC10689966/,PubMed,D002,Cholera,霍乱
2023-09-01,2023/09/01,2023 September,HIV/AIDS,艾滋病,,,-10,-10,全国,China,100000,pmid:38046640; pmc:PMC10689966; doi:10.46234/ccdcw2023.192,https://pmc.ncbi.nlm.nih.gov/articles/PMC10689966/,PubMed,D005,HIV/AIDS,艾滋病
2023-09-01,2023/09/01,2023 September,Viral Hepatitis,病毒性肝炎,,177.0,-10,-10,全国,China,100000,pmid:38046640; pmc:PMC10689966; doi:10.46234/ccdcw2023.192,https://pmc.ncbi.nlm.nih.gov/articles/PMC10689966/,PubMed,D006,Viral Hepatitis,病毒性肝炎
2023-09-01,2023/09/01,2023 September,Hepatitis A,甲型肝炎,,0.0,-10,-10,全国,China,100000,pmid:38046640; pmc:PMC10689966; doi:10.46234/ccdcw2023.192,https://pmc.ncbi.nlm.nih.gov/articles/PMC10689966/,PubMed,D007,Hepatitis A,甲型肝炎
2023-09-01,2023/09/01,2023 September,Hepatitis B,乙型肝炎,,20.0,-10,-10,全国,China,100000,pmid:38046640; pmc:PMC10689966; doi:10.46234/ccdcw2023.192,https://pmc.ncbi.nlm.nih.gov/articles/PMC10689966/,PubMed,D008,Hepatitis B,乙型肝炎
2023-09-01,2023/09/01,2023 September,Hepatitis C,丙型肝炎,,157.0,-10,-10,全国,China,100000,pmid:38046640; pmc:PMC10689966; doi:10.46234/ccdcw2023.192,https://pmc.ncbi.nlm.nih.gov/articles/PMC10689966/,PubMed,D009,Hepatitis C,丙型肝炎
2023-09-01,2023/09/01,2023 September,Hepatitis D,丁型肝炎,15.0,0.0,-10,-10,全国,China,100000,pmid:38046640; pmc:PMC10689966; doi:10.46234/ccdcw2023.192,https://pmc.ncbi.nlm.nih.gov/articles/PMC10689966/,PubMed,D010,Hepatitis D,丁型肝炎
2023-09-01,2023/09/01,2023 September,Hepatitis E,戊型肝炎,,0.0,-10,-10,全国,China,100000,pmid:38046640; pmc:PMC10689966; doi:10.46234/ccdcw2023.192,https://pmc.ncbi.nlm.nih.gov/articles/PMC10689966/,PubMed,D011,Hepatitis E,戊型肝炎
2023-09-01,2023/09/01,2023 September,Poliomyelitis,脊髓灰质炎,638.0,0.0,-10,-10,全国,China,100000,pmid:38046640; pmc:PMC10689966; doi:10.46234/ccdcw2023.192,https://pmc.ncbi.nlm.nih.gov/articles/PMC10689966/,PubMed,D013,Poliomyelitis,脊髓灰质炎
2023-09-01,2023/09/01,2023 September,Poliomyelitis,脊髓灰质炎,0.0,0.0,-10,-10,全国,China,100000,pmid:38046640; pmc:PMC10689966; doi:10.46234/ccdcw2023.192,https://pmc.ncbi.nlm.nih.gov/articles/PMC10689966/,PubMed,D013,Poliomyelitis,脊髓灰质炎
