Date,YearMonthDay,YearMonth,Diseases,DiseasesCN,Cases,Deaths,Incidence,Mortality,ProvinceCN,Province,ADCode,DOI,URL,Source,disease_id,standard_name_en,standard_name_zh
2020-04-01,2020/04/01,2020 April,Cholera,霍乱,0.0,0.0,-10,-10,全国,China,100000,pmid:34594681; pmc:PMC8393058; doi:10.46234/ccdcw2020.109,https://pmc.ncbi.nlm.nih.gov/articles/PMC8393058/,PubMed,D002,Cholera,霍乱
2020-04-01,2020/04/01,2020 April,Cholera,霍乱,0.0,0.0,-10,-10,全国,China,100000,pmid:34594681; pmc:PMC8393058; doi:10.46234/ccdcw2020.109,https://pmc.ncbi.nlm.nih.gov/articles/PMC8393058/,PubMed,D002,Cholera,霍乱
2020-04-01,2020/04/01,2020 April,HIV/AIDS,艾滋病,,,-10,-10,全国,China,100000,pmid:34594681; pmc:PMC8393058; doi:10.46234/ccdcw2020.109,https://pmc.ncbi.nlm.nih.gov/articles/PMC8393058/,PubMed,D005,HIV/AIDS,艾滋病
2020-04-01,2020/04/01,2020 April,Viral Hepatitis,病毒性肝炎,,37.0,-10,-10,全国,China,100000,pmid:34594681; pmc:PMC8393058; doi:10.46234/ccdcw2020.109,https://pmc.ncbi.nlm.nih.gov/articles/PMC8393058/,PubMed,D006,Viral Hepatitis,病毒性肝炎
2020-04-01,2020/04/01,2020 April,Hepatitis A,甲型肝炎,,0.0,-10,-10,全国,China,100000,pmid:34594681; pmc:PMC8393058; doi:10.46234/ccdcw2020.109,https://pmc.ncbi.nlm.nih.gov/articles/PMC8393058/,PubMed,D007,Hepatitis A,甲型肝炎
2020-04-01,2020/04/01,2020 April,Hepatitis B,乙型肝炎,,36.0,-10,-10,全国,China,100000,pmid:34594681; pmc:PMC8393058; doi:10.46234/ccdcw2020.109,https://pmc.ncbi.nlm.nih.gov/articles/PMC8393058/,PubMed,D008,Hepatitis B,乙型肝炎
2020-04-01,2020/04/01,2020 April,Hepatitis C,丙型肝炎,,1.0,-10,-10,全国,China,100000,pmid:34594681; pmc:PMC8393058; doi:10.46234/ccdcw2020.109,https://pmc.ncbi.nlm.nih.gov/articles/PMC8393058/,PubMed,D009,Hepatitis C,丙型肝炎
2020-04-01,2020/04/01,2020 April,Hepatitis D,丁型肝炎,22.0,0.0,-10,-10,全国,China,100000,pmid:34594681; pmc:PMC8393058; doi:10.46234/ccdcw2020.109,https://pmc.ncbi.nlm.nih.gov/articles/PMC8393058/,PubMed,D010,Hepatitis D,丁型肝炎
2020-04-01,2020/04/01,2020 April,Hepatitis E,戊型肝炎,,0.0,-10,-10,全国,China,100000,pmid:34594681; pmc:PMC8393058; doi:10.46234/ccdcw2020.109,https://pmc.ncbi.nlm.nih.gov/articles/PMC8393058/,PubMed,D011,Hepatitis E,戊型肝炎
2020-04-01,2020/04/01,2020 April,Poliomyelitis,脊髓灰质炎,799.0,0.0,-10,-10,全国,China,100000,pmid:34594681; pmc:PMC8393058; doi:10.46234/ccdcw2020.109,https://pmc.ncbi.nlm.nih.gov/articles/PMC8393058/,PubMed,D013,Poliomyelitis,脊髓灰质炎
