Date,YearMonthDay,YearMonth,Diseases,DiseasesCN,Cases,Deaths,Incidence,Mortality,ProvinceCN,Province,ADCode,DOI,URL,Source,disease_id,standard_name_en,standard_name_zh
2022-11-01,2022/11/01,2022 November,Cholera,霍乱,0.0,0.0,-10,-10,全国,China,100000,pmid:36777471; pmc:PMC9902749; doi:10.46234/ccdcw2022.234,https://pmc.ncbi.nlm.nih.gov/articles/PMC9902749/,PubMed,D002,Cholera,霍乱
2022-11-01,2022/11/01,2022 November,Cholera,霍乱,0.0,0.0,-10,-10,全国,China,100000,pmid:36777471; pmc:PMC9902749; doi:10.46234/ccdcw2022.234,https://pmc.ncbi.nlm.nih.gov/articles/PMC9902749/,PubMed,D002,Cholera,霍乱
2022-11-01,2022/11/01,2022 November,HIV/AIDS,艾滋病,,,-10,-10,全国,China,100000,pmid:36777471; pmc:PMC9902749; doi:10.46234/ccdcw2022.234,https://pmc.ncbi.nlm.nih.gov/articles/PMC9902749/,PubMed,D005,HIV/AIDS,艾滋病
2022-11-01,2022/11/01,2022 November,Viral Hepatitis,病毒性肝炎,,53.0,-10,-10,全国,China,100000,pmid:36777471; pmc:PMC9902749; doi:10.46234/ccdcw2022.234,https://pmc.ncbi.nlm.nih.gov/articles/PMC9902749/,PubMed,D006,Viral Hepatitis,病毒性肝炎
2022-11-01,2022/11/01,2022 November,Hepatitis A,甲型肝炎,749.0,0.0,-10,-10,全国,China,100000,pmid:36777471; pmc:PMC9902749; doi:10.46234/ccdcw2022.234,https://pmc.ncbi.nlm.nih.gov/articles/PMC9902749/,PubMed,D007,Hepatitis A,甲型肝炎
2022-11-01,2022/11/01,2022 November,Hepatitis B,乙型肝炎,,32.0,-10,-10,全国,China,100000,pmid:36777471; pmc:PMC9902749; doi:10.46234/ccdcw2022.234,https://pmc.ncbi.nlm.nih.gov/articles/PMC9902749/,PubMed,D008,Hepatitis B,乙型肝炎
2022-11-01,2022/11/01,2022 November,Hepatitis C,丙型肝炎,,20.0,-10,-10,全国,China,100000,pmid:36777471; pmc:PMC9902749; doi:10.46234/ccdcw2022.234,https://pmc.ncbi.nlm.nih.gov/articles/PMC9902749/,PubMed,D009,Hepatitis C,丙型肝炎
2022-11-01,2022/11/01,2022 November,Hepatitis D,丁型肝炎,10.0,0.0,-10,-10,全国,China,100000,pmid:36777471; pmc:PMC9902749; doi:10.46234/ccdcw2022.234,https://pmc.ncbi.nlm.nih.gov/articles/PMC9902749/,PubMed,D010,Hepatitis D,丁型肝炎
2022-11-01,2022/11/01,2022 November,Hepatitis E,戊型肝炎,,1.0,-10,-10,全国,China,100000,pmid:36777471; pmc:PMC9902749; doi:10.46234/ccdcw2022.234,https://pmc.ncbi.nlm.nih.gov/articles/PMC9902749/,PubMed,D011,Hepatitis E,戊型肝炎
2022-11-01,2022/11/01,2022 November,Poliomyelitis,脊髓灰质炎,519.0,0.0,-10,-10,全国,China,100000,pmid:36777471; pmc:PMC9902749; doi:10.46234/ccdcw2022.234,https://pmc.ncbi.nlm.nih.gov/articles/PMC9902749/,PubMed,D013,Poliomyelitis,脊髓灰质炎
2022-11-01,2022/11/01,2022 November,Poliomyelitis,脊髓灰质炎,0.0,0.0,-10,-10,全国,China,100000,pmid:36777471; pmc:PMC9902749; doi:10.46234/ccdcw2022.234,https://pmc.ncbi.nlm.nih.gov/articles/PMC9902749/,PubMed,D013,Poliomyelitis,脊髓灰质炎
2022-11-01,2022/11/01,2022 November,H5N1,人感染高致病性禽流感,0.0,0.0,-10,-10,全国,China,100000,pmid:36777471; pmc:PMC9902749; doi:10.46234/ccdcw2022.234,https://pmc.ncbi.nlm.nih.gov/articles/PMC9902749/,PubMed,D014,H5N1,人感染高致病性禽流感
2022-11-01,2022/11/01,2022 November,Measles,麻疹,82.0,0.0,-10,-10,全国,China,100000,pmid:36777471; pmc:PMC9902749; doi:10.46234/ccdcw2022.234,https://pmc.ncbi.nlm.nih.gov/articles/PMC9902749/,PubMed,D017,Measles,麻疹
2022-11-01,2022/11/01,2022 November,Hemorrhagic Fever,流行性出血热,895.0,5.0,-10,-10,全国,China,100000,pmid:36777471; pmc:PMC9902749; doi:10.46234/ccdcw2022.234,https://pmc.ncbi.nlm.nih.gov/articles/PMC9902749/,PubMed,D018,Hemorrhagic Fever,流行性出血热
2022-11-01,2022/11/01,2022 November,Rabies,狂犬病,16.0,8.0,-10,-10,全国,China,100000,pmid:36777471; pmc:PMC9902749; doi:10.46234/ccdcw2022.234,https://pmc.ncbi.nlm.nih.gov/articles/PMC9902749/,PubMed,D019,Rabies,狂犬病
2022-11-01,2022/11/01,2022 November,Japanese Encephalitis,流行性乙型脑炎,1.0,1.0,-10,-10,全国,China,100000,pmid:36777471; pmc:PMC9902749; doi:10.46234/ccdcw2022.234,https://pmc.ncbi.nlm.nih.gov/articles/PMC9902749/,PubMed,D020,Japanese Encephalitis,流行性乙型脑炎
2022-11-01,2022/11/01,2022 November,Dengue,登革热,174.0,0.0,-10,-10,全国,China,100000,pmid:36777471; pmc:PMC9902749; doi:10.46234/ccdcw2022.234,https://pmc.ncbi.nlm.nih.gov/articles/PMC9902749/,PubMed,D021,Dengue,登革热
2022-11-01,2022/11/01,2022 November,Anthrax,炭疽,23.0,0.0,-10,-10,全国,China,100000,pmid:36777471; pmc:PMC9902749; doi:10.46234/ccdcw2022.234,https://pmc.ncbi.nlm.nih.gov/articles/PMC9902749/,PubMed,D023,Anthrax,炭疽
2022-11-01,2022/11/01,2022 November,Dysentery,细菌性和阿米巴性痢疾,,1.0,-10,-10,全国,China,100000,pmid:36777471; pmc:PMC9902749; doi:10.46234/ccdcw2022.234,https://pmc.ncbi.nlm.nih.gov/articles/PMC9902749/,PubMed,D024,Dysentery,细菌性和阿米巴性痢疾
2022-11-01,2022/11/01,2022 November,Tuberculosis,肺结核,,333.0,-10,-10,全国,China,100000,pmid:36777471; pmc:PMC9902749; doi:10.46234/ccdcw2022.234,https://pmc.ncbi.nlm.nih.gov/articles/PMC9902749/,PubMed,D025,Tuberculosis,肺结核
2022-11-01,2022/11/01,2022 November,Typhoid and Paratyphoid fever,伤寒和副伤寒,419.0,0.0,-10,-10,全国,China,100000,pmid:36777471; pmc:PMC9902749; doi:10.46234/ccdcw2022.234,https://pmc.ncbi.nlm.nih.gov/articles/PMC9902749/,PubMed,D026,Typhoid and Paratyphoid fever,伤寒和副伤寒
2022-11-01,2022/11/01,2022 November,Meningococcal Meningitis,流行性脑脊髓膜炎,4.0,1.0,-10,-10,全国,China,100000,pmid:36777471; pmc:PMC9902749; doi:10.46234/ccdcw2022.234,https://pmc.ncbi.nlm.nih.gov/articles/PMC9902749/,PubMed,D027,Meningococcal Meningitis,流行性脑脊髓膜炎
2022-11-01,2022/11/01,2022 November,Pertussis,百日咳,,0.0,-10,-10,全国,China,100000,pmid:36777471; pmc:PMC9902749; doi:10.46234/ccdcw2022.234,https://pmc.ncbi.nlm.nih.gov/articles/PMC9902749/,PubMed,D028,Pertussis,百日咳
2022-11-01,2022/11/01,2022 November,Diphtheria,白喉,0.0,0.0,-10,-10,全国,China,100000,pmid:36777471; pmc:PMC9902749; doi:10.46234/ccdcw2022.234,https://pmc.ncbi.nlm.nih.gov/articles/PMC9902749/,PubMed,D029,Diphtheria,白喉
2022-11-01,2022/11/01,2022 November,Neonatal Tetanus,新生儿破伤风,1.0,0.0,-10,-10,全国,China,100000,pmid:36777471; pmc:PMC9902749; doi:10.46234/ccdcw2022.234,https://pmc.ncbi.nlm.nih.gov/articles/PMC9902749/,PubMed,D030,Neonatal Tetanus,新生儿破伤风
2022-11-01,2022/11/01,2022 November,Scarlet fever,猩红热,,0.0,-10,-10,全国,China,100000,pmid:36777471; pmc:PMC9902749; doi:10.46234/ccdcw2022.234,https://pmc.ncbi.nlm.nih.gov/articles/PMC9902749/,PubMed,D031,Scarlet fever,猩红热
2022-11-01,2022/11/01,2022 November,Brucellosis,布鲁氏菌病,,0.0,-10,-10,全国,China,100000,pmid:36777471; pmc:PMC9902749; doi:10.46234/ccdcw2022.234,https://pmc.ncbi.nlm.nih.gov/articles/PMC9902749/,PubMed,D032,Brucellosis,布鲁氏菌病
