Date,YearMonthDay,YearMonth,Diseases,DiseasesCN,Cases,Deaths,Incidence,Mortality,ProvinceCN,Province,ADCode,DOI,URL,Source,disease_id,standard_name_en,standard_name_zh
2025-01-01,2025/01/01,2025 January,Cholera,霍乱,0.0,0.0,-10,-10,全国,China,100000,pmid:40104516; pmc:PMC11911656; doi:10.46234/ccdcw2025.045,https://pmc.ncbi.nlm.nih.gov/articles/PMC11911656/,PubMed,D002,Cholera,霍乱
2025-01-01,2025/01/01,2025 January,Cholera,霍乱,0.0,0.0,-10,-10,全国,China,100000,pmid:40104516; pmc:PMC11911656; doi:10.46234/ccdcw2025.045,https://pmc.ncbi.nlm.nih.gov/articles/PMC11911656/,PubMed,D002,Cholera,霍乱
2025-01-01,2025/01/01,2025 January,HIV/AIDS,艾滋病,,,-10,-10,全国,China,100000,pmid:40104516; pmc:PMC11911656; doi:10.46234/ccdcw2025.045,https://pmc.ncbi.nlm.nih.gov/articles/PMC11911656/,PubMed,D005,HIV/AIDS,艾滋病
2025-01-01,2025/01/01,2025 January,Viral Hepatitis,病毒性肝炎,,72.0,-10,-10,全国,China,100000,pmid:40104516; pmc:PMC11911656; doi:10.46234/ccdcw2025.045,https://pmc.ncbi.nlm.nih.gov/articles/PMC11911656/,PubMed,D006,Viral Hepatitis,病毒性肝炎
2025-01-01,2025/01/01,2025 January,Hepatitis A,甲型肝炎,,1.0,-10,-10,全国,China,100000,pmid:40104516; pmc:PMC11911656; doi:10.46234/ccdcw2025.045,https://pmc.ncbi.nlm.nih.gov/articles/PMC11911656/,PubMed,D007,Hepatitis A,甲型肝炎
2025-01-01,2025/01/01,2025 January,Hepatitis B,乙型肝炎,,46.0,-10,-10,全国,China,100000,pmid:40104516; pmc:PMC11911656; doi:10.46234/ccdcw2025.045,https://pmc.ncbi.nlm.nih.gov/articles/PMC11911656/,PubMed,D008,Hepatitis B,乙型肝炎
2025-01-01,2025/01/01,2025 January,Hepatitis C,丙型肝炎,,25.0,-10,-10,全国,China,100000,pmid:40104516; pmc:PMC11911656; doi:10.46234/ccdcw2025.045,https://pmc.ncbi.nlm.nih.gov/articles/PMC11911656/,PubMed,D009,Hepatitis C,丙型肝炎
2025-01-01,2025/01/01,2025 January,Hepatitis D,丁型肝炎,25.0,0.0,-10,-10,全国,China,100000,pmid:40104516; pmc:PMC11911656; doi:10.46234/ccdcw2025.045,https://pmc.ncbi.nlm.nih.gov/articles/PMC11911656/,PubMed,D010,Hepatitis D,丁型肝炎
2025-01-01,2025/01/01,2025 January,Hepatitis E,戊型肝炎,,0.0,-10,-10,全国,China,100000,pmid:40104516; pmc:PMC11911656; doi:10.46234/ccdcw2025.045,https://pmc.ncbi.nlm.nih.gov/articles/PMC11911656/,PubMed,D011,Hepatitis E,戊型肝炎
2025-01-01,2025/01/01,2025 January,Poliomyelitis,脊髓灰质炎,749.0,0.0,-10,-10,全国,China,100000,pmid:40104516; pmc:PMC11911656; doi:10.46234/ccdcw2025.045,https://pmc.ncbi.nlm.nih.gov/articles/PMC11911656/,PubMed,D013,Poliomyelitis,脊髓灰质炎
