Date,YearMonthDay,YearMonth,Diseases,DiseasesCN,Cases,Deaths,Incidence,Mortality,ProvinceCN,Province,ADCode,DOI,URL,Source,disease_id,standard_name_en,standard_name_zh
2022-02-01,2022/02/01,2022 February,Cholera,霍乱,0.0,0.0,-10,-10,全国,China,100000,pmid:35547636; pmc:PMC9081896; doi:10.46234/ccdcw2022.073,https://pmc.ncbi.nlm.nih.gov/articles/PMC9081896/,PubMed,D002,Cholera,霍乱
2022-02-01,2022/02/01,2022 February,Cholera,霍乱,0.0,0.0,-10,-10,全国,China,100000,pmid:35547636; pmc:PMC9081896; doi:10.46234/ccdcw2022.073,https://pmc.ncbi.nlm.nih.gov/articles/PMC9081896/,PubMed,D002,Cholera,霍乱
2022-02-01,2022/02/01,2022 February,HIV/AIDS,艾滋病,,,-10,-10,全国,China,100000,pmid:35547636; pmc:PMC9081896; doi:10.46234/ccdcw2022.073,https://pmc.ncbi.nlm.nih.gov/articles/PMC9081896/,PubMed,D005,HIV/AIDS,艾滋病
2022-02-01,2022/02/01,2022 February,Viral Hepatitis,病毒性肝炎,,37.0,-10,-10,全国,China,100000,pmid:35547636; pmc:PMC9081896; doi:10.46234/ccdcw2022.073,https://pmc.ncbi.nlm.nih.gov/articles/PMC9081896/,PubMed,D006,Viral Hepatitis,病毒性肝炎
2022-02-01,2022/02/01,2022 February,Hepatitis A,甲型肝炎,830.0,0.0,-10,-10,全国,China,100000,pmid:35547636; pmc:PMC9081896; doi:10.46234/ccdcw2022.073,https://pmc.ncbi.nlm.nih.gov/articles/PMC9081896/,PubMed,D007,Hepatitis A,甲型肝炎
2022-02-01,2022/02/01,2022 February,Hepatitis B,乙型肝炎,,29.0,-10,-10,全国,China,100000,pmid:35547636; pmc:PMC9081896; doi:10.46234/ccdcw2022.073,https://pmc.ncbi.nlm.nih.gov/articles/PMC9081896/,PubMed,D008,Hepatitis B,乙型肝炎
2022-02-01,2022/02/01,2022 February,Hepatitis C,丙型肝炎,,8.0,-10,-10,全国,China,100000,pmid:35547636; pmc:PMC9081896; doi:10.46234/ccdcw2022.073,https://pmc.ncbi.nlm.nih.gov/articles/PMC9081896/,PubMed,D009,Hepatitis C,丙型肝炎
2022-02-01,2022/02/01,2022 February,Hepatitis D,丁型肝炎,23.0,0.0,-10,-10,全国,China,100000,pmid:35547636; pmc:PMC9081896; doi:10.46234/ccdcw2022.073,https://pmc.ncbi.nlm.nih.gov/articles/PMC9081896/,PubMed,D010,Hepatitis D,丁型肝炎
2022-02-01,2022/02/01,2022 February,Hepatitis E,戊型肝炎,,0.0,-10,-10,全国,China,100000,pmid:35547636; pmc:PMC9081896; doi:10.46234/ccdcw2022.073,https://pmc.ncbi.nlm.nih.gov/articles/PMC9081896/,PubMed,D011,Hepatitis E,戊型肝炎
2022-02-01,2022/02/01,2022 February,Poliomyelitis,脊髓灰质炎,566.0,0.0,-10,-10,全国,China,100000,pmid:35547636; pmc:PMC9081896; doi:10.46234/ccdcw2022.073,https://pmc.ncbi.nlm.nih.gov/articles/PMC9081896/,PubMed,D013,Poliomyelitis,脊髓灰质炎
2022-02-01,2022/02/01,2022 February,Poliomyelitis,脊髓灰质炎,0.0,0.0,-10,-10,全国,China,100000,pmid:35547636; pmc:PMC9081896; doi:10.46234/ccdcw2022.073,https://pmc.ncbi.nlm.nih.gov/articles/PMC9081896/,PubMed,D013,Poliomyelitis,脊髓灰质炎
2022-02-01,2022/02/01,2022 February,H5N1,人感染高致病性禽流感,0.0,0.0,-10,-10,全国,China,100000,pmid:35547636; pmc:PMC9081896; doi:10.46234/ccdcw2022.073,https://pmc.ncbi.nlm.nih.gov/articles/PMC9081896/,PubMed,D014,H5N1,人感染高致病性禽流感
2022-02-01,2022/02/01,2022 February,Measles,麻疹,44.0,0.0,-10,-10,全国,China,100000,pmid:35547636; pmc:PMC9081896; doi:10.46234/ccdcw2022.073,https://pmc.ncbi.nlm.nih.gov/articles/PMC9081896/,PubMed,D017,Measles,麻疹
2022-02-01,2022/02/01,2022 February,Hemorrhagic Fever,流行性出血热,330.0,0.0,-10,-10,全国,China,100000,pmid:35547636; pmc:PMC9081896; doi:10.46234/ccdcw2022.073,https://pmc.ncbi.nlm.nih.gov/articles/PMC9081896/,PubMed,D018,Hemorrhagic Fever,流行性出血热
2022-02-01,2022/02/01,2022 February,Rabies,狂犬病,7.0,4.0,-10,-10,全国,China,100000,pmid:35547636; pmc:PMC9081896; doi:10.46234/ccdcw2022.073,https://pmc.ncbi.nlm.nih.gov/articles/PMC9081896/,PubMed,D019,Rabies,狂犬病
2022-02-01,2022/02/01,2022 February,Japanese Encephalitis,流行性乙型脑炎,1.0,0.0,-10,-10,全国,China,100000,pmid:35547636; pmc:PMC9081896; doi:10.46234/ccdcw2022.073,https://pmc.ncbi.nlm.nih.gov/articles/PMC9081896/,PubMed,D020,Japanese Encephalitis,流行性乙型脑炎
2022-02-01,2022/02/01,2022 February,Dengue,登革热,0.0,0.0,-10,-10,全国,China,100000,pmid:35547636; pmc:PMC9081896; doi:10.46234/ccdcw2022.073,https://pmc.ncbi.nlm.nih.gov/articles/PMC9081896/,PubMed,D021,Dengue,登革热
2022-02-01,2022/02/01,2022 February,Anthrax,炭疽,9.0,0.0,-10,-10,全国,China,100000,pmid:35547636; pmc:PMC9081896; doi:10.46234/ccdcw2022.073,https://pmc.ncbi.nlm.nih.gov/articles/PMC9081896/,PubMed,D023,Anthrax,炭疽
2022-02-01,2022/02/01,2022 February,Dysentery,细菌性和阿米巴性痢疾,,0.0,-10,-10,全国,China,100000,pmid:35547636; pmc:PMC9081896; doi:10.46234/ccdcw2022.073,https://pmc.ncbi.nlm.nih.gov/articles/PMC9081896/,PubMed,D024,Dysentery,细菌性和阿米巴性痢疾
2022-02-01,2022/02/01,2022 February,Tuberculosis,肺结核,,313.0,-10,-10,全国,China,100000,pmid:35547636; pmc:PMC9081896; doi:10.46234/ccdcw2022.073,https://pmc.ncbi.nlm.nih.gov/articles/PMC9081896/,PubMed,D025,Tuberculosis,肺结核
2022-02-01,2022/02/01,2022 February,Typhoid and Paratyphoid fever,伤寒和副伤寒,280.0,1.0,-10,-10,全国,China,100000,pmid:35547636; pmc:PMC9081896; doi:10.46234/ccdcw2022.073,https://pmc.ncbi.nlm.nih.gov/articles/PMC9081896/,PubMed,D026,Typhoid and Paratyphoid fever,伤寒和副伤寒
