Date,YearMonthDay,YearMonth,Diseases,DiseasesCN,Cases,Deaths,Incidence,Mortality,ProvinceCN,Province,ADCode,DOI,URL,Source,disease_id,standard_name_en,standard_name_zh
2023-07-01,2023/07/01,2023 July,Cholera,霍乱,4.0,0.0,-10,-10,全国,China,100000,pmid:38025511; pmc:PMC10652080; doi:10.46234/ccdcw2023.150,https://pmc.ncbi.nlm.nih.gov/articles/PMC10652080/,PubMed,D002,Cholera,霍乱
2023-07-01,2023/07/01,2023 July,Cholera,霍乱,0.0,0.0,-10,-10,全国,China,100000,pmid:38025511; pmc:PMC10652080; doi:10.46234/ccdcw2023.150,https://pmc.ncbi.nlm.nih.gov/articles/PMC10652080/,PubMed,D002,Cholera,霍乱
2023-07-01,2023/07/01,2023 July,HIV/AIDS,艾滋病,,,-10,-10,全国,China,100000,pmid:38025511; pmc:PMC10652080; doi:10.46234/ccdcw2023.150,https://pmc.ncbi.nlm.nih.gov/articles/PMC10652080/,PubMed,D005,HIV/AIDS,艾滋病
2023-07-01,2023/07/01,2023 July,Viral Hepatitis,病毒性肝炎,,148.0,-10,-10,全国,China,100000,pmid:38025511; pmc:PMC10652080; doi:10.46234/ccdcw2023.150,https://pmc.ncbi.nlm.nih.gov/articles/PMC10652080/,PubMed,D006,Viral Hepatitis,病毒性肝炎
2023-07-01,2023/07/01,2023 July,Hepatitis A,甲型肝炎,,0.0,-10,-10,全国,China,100000,pmid:38025511; pmc:PMC10652080; doi:10.46234/ccdcw2023.150,https://pmc.ncbi.nlm.nih.gov/articles/PMC10652080/,PubMed,D007,Hepatitis A,甲型肝炎
2023-07-01,2023/07/01,2023 July,Hepatitis B,乙型肝炎,,34.0,-10,-10,全国,China,100000,pmid:38025511; pmc:PMC10652080; doi:10.46234/ccdcw2023.150,https://pmc.ncbi.nlm.nih.gov/articles/PMC10652080/,PubMed,D008,Hepatitis B,乙型肝炎
2023-07-01,2023/07/01,2023 July,Hepatitis C,丙型肝炎,,114.0,-10,-10,全国,China,100000,pmid:38025511; pmc:PMC10652080; doi:10.46234/ccdcw2023.150,https://pmc.ncbi.nlm.nih.gov/articles/PMC10652080/,PubMed,D009,Hepatitis C,丙型肝炎
2023-07-01,2023/07/01,2023 July,Hepatitis D,丁型肝炎,14.0,0.0,-10,-10,全国,China,100000,pmid:38025511; pmc:PMC10652080; doi:10.46234/ccdcw2023.150,https://pmc.ncbi.nlm.nih.gov/articles/PMC10652080/,PubMed,D010,Hepatitis D,丁型肝炎
2023-07-01,2023/07/01,2023 July,Hepatitis E,戊型肝炎,,0.0,-10,-10,全国,China,100000,pmid:38025511; pmc:PMC10652080; doi:10.46234/ccdcw2023.150,https://pmc.ncbi.nlm.nih.gov/articles/PMC10652080/,PubMed,D011,Hepatitis E,戊型肝炎
2023-07-01,2023/07/01,2023 July,Poliomyelitis,脊髓灰质炎,680.0,0.0,-10,-10,全国,China,100000,pmid:38025511; pmc:PMC10652080; doi:10.46234/ccdcw2023.150,https://pmc.ncbi.nlm.nih.gov/articles/PMC10652080/,PubMed,D013,Poliomyelitis,脊髓灰质炎
2023-07-01,2023/07/01,2023 July,Poliomyelitis,脊髓灰质炎,0.0,0.0,-10,-10,全国,China,100000,pmid:38025511; pmc:PMC10652080; doi:10.46234/ccdcw2023.150,https://pmc.ncbi.nlm.nih.gov/articles/PMC10652080/,PubMed,D013,Poliomyelitis,脊髓灰质炎
2023-07-01,2023/07/01,2023 July,H5N1,人感染高致病性禽流感,0.0,0.0,-10,-10,全国,China,100000,pmid:38025511; pmc:PMC10652080; doi:10.46234/ccdcw2023.150,https://pmc.ncbi.nlm.nih.gov/articles/PMC10652080/,PubMed,D014,H5N1,人感染高致病性禽流感
2023-07-01,2023/07/01,2023 July,Measles,麻疹,97.0,0.0,-10,-10,全国,China,100000,pmid:38025511; pmc:PMC10652080; doi:10.46234/ccdcw2023.150,https://pmc.ncbi.nlm.nih.gov/articles/PMC10652080/,PubMed,D017,Measles,麻疹
2023-07-01,2023/07/01,2023 July,Hemorrhagic Fever,流行性出血热,344.0,1.0,-10,-10,全国,China,100000,pmid:38025511; pmc:PMC10652080; doi:10.46234/ccdcw2023.150,https://pmc.ncbi.nlm.nih.gov/articles/PMC10652080/,PubMed,D018,Hemorrhagic Fever,流行性出血热
2023-07-01,2023/07/01,2023 July,Rabies,狂犬病,9.0,11.0,-10,-10,全国,China,100000,pmid:38025511; pmc:PMC10652080; doi:10.46234/ccdcw2023.150,https://pmc.ncbi.nlm.nih.gov/articles/PMC10652080/,PubMed,D019,Rabies,狂犬病
2023-07-01,2023/07/01,2023 July,Japanese Encephalitis,流行性乙型脑炎,33.0,0.0,-10,-10,全国,China,100000,pmid:38025511; pmc:PMC10652080; doi:10.46234/ccdcw2023.150,https://pmc.ncbi.nlm.nih.gov/articles/PMC10652080/,PubMed,D020,Japanese Encephalitis,流行性乙型脑炎
2023-07-01,2023/07/01,2023 July,Dengue,登革热,,0.0,-10,-10,全国,China,100000,pmid:38025511; pmc:PMC10652080; doi:10.46234/ccdcw2023.150,https://pmc.ncbi.nlm.nih.gov/articles/PMC10652080/,PubMed,D021,Dengue,登革热
2023-07-01,2023/07/01,2023 July,Anthrax,炭疽,51.0,1.0,-10,-10,全国,China,100000,pmid:38025511; pmc:PMC10652080; doi:10.46234/ccdcw2023.150,https://pmc.ncbi.nlm.nih.gov/articles/PMC10652080/,PubMed,D023,Anthrax,炭疽
2023-07-01,2023/07/01,2023 July,Dysentery,细菌性和阿米巴性痢疾,,0.0,-10,-10,全国,China,100000,pmid:38025511; pmc:PMC10652080; doi:10.46234/ccdcw2023.150,https://pmc.ncbi.nlm.nih.gov/articles/PMC10652080/,PubMed,D024,Dysentery,细菌性和阿米巴性痢疾
2023-07-01,2023/07/01,2023 July,Tuberculosis,肺结核,,330.0,-10,-10,全国,China,100000,pmid:38025511; pmc:PMC10652080; doi:10.46234/ccdcw2023.150,https://pmc.ncbi.nlm.nih.gov/articles/PMC10652080/,PubMed,D025,Tuberculosis,肺结核
2023-07-01,2023/07/01,2023 July,Typhoid and Paratyphoid fever,伤寒和副伤寒,657.0,0.0,-10,-10,全国,China,100000,pmid:38025511; pmc:PMC10652080; doi:10.46234/ccdcw2023.150,https://pmc.ncbi.nlm.nih.gov/articles/PMC10652080/,PubMed,D026,Typhoid and Paratyphoid fever,伤寒和副伤寒
2023-07-01,2023/07/01,2023 July,Meningococcal Meningitis,流行性脑脊髓膜炎,3.0,0.0,-10,-10,全国,China,100000,pmid:38025511; pmc:PMC10652080; doi:10.46234/ccdcw2023.150,https://pmc.ncbi.nlm.nih.gov/articles/PMC10652080/,PubMed,D027,Meningococcal Meningitis,流行性脑脊髓膜炎
2023-07-01,2023/07/01,2023 July,Pertussis,百日咳,,0.0,-10,-10,全国,China,100000,pmid:38025511; pmc:PMC10652080; doi:10.46234/ccdcw2023.150,https://pmc.ncbi.nlm.nih.gov/articles/PMC10652080/,PubMed,D028,Pertussis,百日咳
2023-07-01,2023/07/01,2023 July,Diphtheria,白喉,0.0,0.0,-10,-10,全国,China,100000,pmid:38025511; pmc:PMC10652080; doi:10.46234/ccdcw2023.150,https://pmc.ncbi.nlm.nih.gov/articles/PMC10652080/,PubMed,D029,Diphtheria,白喉
